Family,Subfamily,Tribe,Species name and author,tips,"broad_sociality (solitary, social, kleptoparasite, social parasite)","fine_sociality (communal, primitively eusocial, eusocial)",sociality_notes,sociality_ref,nesting_broad,nesting_fine,reference,Nest.Accuracy,habitat,reference
Halicitidae,Halictinae,Halictini,,Lasioglossum_sexstrigatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_ohei,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_bluethgeni,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_japonicum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_lustrans,solitary,,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_glabriventre,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_fedorense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_sopinci,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_swenki,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_rufopanticis,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_subobscurum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_pectorale,solitary,,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_pectoraloides,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_kincaidii,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_nelumbonis,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_robertsoni,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_crassepunctatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_brevicorne,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_limbellum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_deceptum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_ferinum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_virens,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_aureolum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_pectinatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_pseudopectorale,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_leptocephalum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_pseudolittorale,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_littorale,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_birkmanni,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_divergens,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_macoupinense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_ovaliceps,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_quadrinotatulum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_pauperatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_grisellinum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_lucidulum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_semilucens,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_minutissimum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_angusticeps,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_intermedium,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_musculoides,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_clypeare,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_griseolum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_mesosclerum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_sphecodimorphum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_buccale,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_convexiusculum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_marginellum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_glabriusculum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_subaenescens,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_villosulum,solitary,,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_berberum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_medinai,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_pseudoplanulum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_pygmaeum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_puncticolle,solitary,,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_punctatissimum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_transitorium,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_dybowskii,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_truncaticolle,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_inconditum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_allodalum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_matianense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_rufitarse,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_diatretum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_foxii,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_pulveris,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_nitidiusculum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_parvulum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_miyabei,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_virideglaucum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_anomalum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_occidentale,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_arcanum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_costaricense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_rhodognathum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_mesillense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
