"family","subfamily","species"
"Halictidae","Halictinae","Sphecodes costaricensis"
"Halictidae","Halictinae","Lasioglossum rhytidophorum"
"Halictidae","Halictinae","Augochloropsis notophops"
"Halictidae","Halictinae","Eupetersia constricta"
"Halictidae","Nomiinae","Pseudapis equestris"
"Halictidae","Halictinae","Lasioglossum limbelloides"
"Halictidae","Halictinae","Pseudagapostemon tessellatus"
"Halictidae","Halictinae","Thrinchostoma renitantely"
"Halictidae","Halictinae","Lasioglossum hethiticum"
"Halictidae","Halictinae","Chlerogella elysia"
"Halictidae","Halictinae","Halictus alfkenellus"
"Halictidae","Nomiinae","Nomia buddha"
"Halictidae","Halictinae","Ptilocleptis eickworti"
"Halictidae","Halictinae","Lasioglossum pachyurum"
"Halictidae","Halictinae","Lasioglossum michaelinum"
"Halictidae","Nomiinae","Lipotriches langi"
"Halictidae","Halictinae","Lasioglossum perpessicium"
"Halictidae","Halictinae","Chlerogella vachali"
"Halictidae","Rophitinae","Dufourea trigonellae"
"Halictidae","Halictinae","Corynura callicladura"
"Halictidae","Halictinae","Lasioglossum equestre"
"Halictidae","Halictinae","Halictus duplocinctus"
"Halictidae","Halictinae","Lasioglossum pseudonigripes"
"Halictidae","Halictinae","Lasioglossum michaelseni"
"Halictidae","Halictinae","Lasioglossum rufomarginatum"
"Halictidae","Halictinae","Lasioglossum tadschicum"
"Halictidae","Halictinae","Halictus minor"
"Halictidae","Halictinae","Agapostemon columbi"
"Halictidae","Halictinae","Agapostemon sapphirinus"
"Halictidae","Halictinae","Augochlora thusnelda"
"Halictidae","Rophitinae","Dufourea goeleti"
"Halictidae","Halictinae","Halictus nigricutis"
"Halictidae","Halictinae","Halictus rufipes"
"Halictidae","Nomiinae","Nomia epileuca"
"Halictidae","Nomiinae","Nomia rozeni"
"Halictidae","Halictinae","Corynura chloromelas"
"Halictidae","Halictinae","Corynura cristata"
"Halictidae","Halictinae","Lasioglossum duponti"
"Halictidae","Halictinae","Patellapis tenuimarginata"
"Halictidae","Rophitinae","Dufourea desertorides"
"Halictidae","Halictinae","Pseudagapostemon amabilis"
"Halictidae","Halictinae","Halictus niveocinctulus"
"Halictidae","Halictinae","Augochlorella meridionalis"
"Halictidae","Halictinae","Pseudagapostemon catamarcensis"
"Halictidae","Halictinae","Neocorynura triacontas"
"Halictidae","Halictinae","Neocorynura notoplex"
"Halictidae","Halictinae","Neocorynura villosissima"
"Halictidae","Halictinae","Microsphecodes trichommus"
"Halictidae","Halictinae","Patellapis timpageleri"
"Halictidae","Nomiinae","Pseudapis edentata"
"Halictidae","Nomiinae","Nomia bouyssoui"
"Halictidae","Halictinae","Lasioglossum caspicum"
"Halictidae","Halictinae","Lasioglossum imbecillum"
"Halictidae","Halictinae","Augochlorella acarinata"
"Halictidae","Halictinae","Neocorynura banarae"
"Halictidae","Halictinae","Lasioglossum breedi"
"Halictidae","Halictinae","Patellapis dispositina"
"Halictidae","Halictinae","Patellapis renosterveldi"
"Halictidae","Nomiinae","Nomia brothersi"
"Halictidae","Nomiinae","Lipotriches ethioparca"
"Halictidae","Nomiinae","Nomia granulata"
"Halictidae","Halictinae","Lasioglossum nursei"
"Halictidae","Halictinae","Lasioglossum eschaton"
"Halictidae","Nomiinae","Pseudapis usakoa"
"Halictidae","Halictinae","Neocorynura lampter"
"Halictidae","Halictinae","Augochloropsis hebescens"
"Halictidae","Halictinae","Lasioglossum acephaloides"
"Halictidae","Halictinae","Lasioglossum gibber"
"Halictidae","Halictinae","Lasioglossum epipygiale"
"Halictidae","Halictinae","Lasioglossum enslini"
"Halictidae","Halictinae","Lasioglossum ituraeum"
"Halictidae","Halictinae","Lasioglossum capitale"
"Halictidae","Halictinae","Halictus tetrazonianellus"
"Halictidae","Halictinae","Microsphecodes truncaticaudus"
"Halictidae","Nomiinae","Nomia ethiopica"
"Halictidae","Halictinae","Lasioglossum adaliae"
"Halictidae","Halictinae","Lasioglossum aglyphum"
"Halictidae","Halictinae","Lasioglossum laterale"
"Halictidae","Halictinae","Lasioglossum masculum"
"Halictidae","Halictinae","Lasioglossum salebrosum"
"Halictidae","Halictinae","Lasioglossum bicallosum"
"Halictidae","Halictinae","Pseudagapostemon jenseni"
"Halictidae","Halictinae","Halictus constantinensis"
"Halictidae","Halictinae","Caenaugochlora donnae"
"Halictidae","Halictinae","Lasioglossum strictifrons"
"Halictidae","Halictinae","Neocorynura pilosa"
"Halictidae","Halictinae","Lasioglossum alexandrinum"
"Halictidae","Rophitinae","Dufourea similis"
"Halictidae","Halictinae","Halictus graecus"
"Halictidae","Halictinae","Habralictus bimaculatus"
"Halictidae","Halictinae","Lasioglossum longirostre"
"Halictidae","Halictinae","Augochloropsis nasuta"
"Halictidae","Nomiinae","Lipotriches tetraloniformis"
"Halictidae","Halictinae","Lasioglossum sublaterale"
"Halictidae","Halictinae","Lasioglossum clavipes"
"Halictidae","Halictinae","Halictus aegypticola"
"Halictidae","Halictinae","Halictus quadricinctoides"
"Halictidae","Halictinae","Augochloropsis fairchildi"
"Halictidae","Halictinae","Halictus berlandi"
"Halictidae","Nomiinae","Nomia froggatti"
"Halictidae","Halictinae","Lasioglossum maculipes"
"Halictidae","Halictinae","Lasioglossum hyalinipenne"
"Halictidae","Rophitinae","Dufourea nodicornis"
"Halictidae","Halictinae","Lasioglossum fallax"
"Halictidae","Halictinae","Lasioglossum algirum"
"Halictidae","Halictinae","Lasioglossum eleutherense"
"Halictidae","Halictinae","Patellapis stoeberia"
"Halictidae",NA,"Austronomia sicheli"
"Halictidae","Halictinae","Lasioglossum dasiphorae"
"Halictidae","Halictinae","Lasioglossum achilleae"
"Halictidae","Nomiinae","Lipotriches eardleyi"
"Halictidae","Halictinae","Lasioglossum leiosoma"
"Halictidae","Halictinae","Augochlora buscki"
"Halictidae","Halictinae","Lasioglossum exiliceps"
"Halictidae","Halictinae","Lasioglossum transpositum"
"Halictidae","Halictinae","Lasioglossum harmandi"
"Halictidae","Halictinae","Lasioglossum nipponense"
"Halictidae","Halictinae","Sphecodes murotai"
"Halictidae","Halictinae","Sphecodes nippon"
"Halictidae","Halictinae","Sphecodes sulcifera"
"Halictidae","Halictinae","Sphecodes okuyetsu"
"Halictidae","Halictinae","Sphecodes maruyamanus"
"Halictidae","Halictinae","Sphecodes tanoi"
"Halictidae","Halictinae","Lasioglossum laevidorsum"
"Halictidae","Halictinae","Halictus opulentus"
"Halictidae","Halictinae","Lasioglossum strigosigena"
"Halictidae","Halictinae","Augochloropsis anquisita"
"Halictidae","Halictinae","Patellapis calviniensis"
"Halictidae","Nomiinae","Pseudapis innesi"
"Halictidae","Halictinae","Augochloropsis auriferina"
"Halictidae","Halictinae","Patellapis bidentata"
"Halictidae","Halictinae","Lasioglossum plumbeum"
"Halictidae","Halictinae","Lasioglossum katyae"
"Halictidae","Halictinae","Augochlora hallinani"
"Halictidae","Nomiinae","Lipotriches welwitschi"
"Halictidae","Nomiinae","Lipotriches tulearensis"
"Halictidae",NA,"Macronomia platycephala"
"Halictidae",NA,"Macronomia nitidibasis"
"Halictidae",NA,"Macronomia umbiloensis"
"Halictidae","Halictinae","Lasioglossum chloronotum"
"Halictidae",NA,"Maynenomia nanensis"
"Halictidae",NA,"Stictonomia megacantha"
"Halictidae","Halictinae","Thrinchostoma productum"
"Halictidae",NA,"Austronomia brisbanensis"
"Halictidae",NA,"Austronomia capitata"
"Halictidae","Rophitinae","Dufourea stagei"
"Halictidae","Rophitinae","Dufourea californica"
"Halictidae","Halictinae","Dinagapostemon orestes"
"Halictidae","Rophitinae","Protodufourea wasbaueri"
"Halictidae","Halictinae","Nomioides micheneri"
"Halictidae","Rophitinae","Dufourea moldenkei"
"Halictidae","Halictinae","Dinagapostemon mentor"
"Halictidae","Halictinae","Nomioides griswoldi"
"Halictidae","Rophitinae","Dufourea contarovici"
"Halictidae","Rophitinae","Dufourea torchioi"
"Halictidae","Halictinae","Patellapis limbata"
"Halictidae","Halictinae","Lasioglossum halictoides"
"Halictidae","Rophitinae","Dufourea truncata"
"Halictidae","Halictinae","Mexalictus raavo"
"Halictidae","Halictinae","Megaloptilla byronella"
"Halictidae","Halictinae","Neocorynura viridis"
"Halictidae","Halictinae","Mexalictus astriatus"
"Halictidae","Halictinae","Chlerogas columbiensis"
"Halictidae","Halictinae","Lasioglossum lectum"
"Halictidae",NA,"Austronomia doensis"
"Halictidae","Halictinae","Lasioglossum curvistriae"
"Halictidae","Halictinae","Lasioglossum rhodaspis"
"Halictidae","Halictinae","Lasioglossum minckleyi"
"Halictidae",NA,"Macronomia vulpina"
"Halictidae","Nomiinae","Nomia quadrifasciata"
"Halictidae","Halictinae","Lasioglossum hirashimae"
"Halictidae","Halictinae","Ischnomelissa rasmusseni"
"Halictidae","Halictinae","Mexalictus veracruzense"
"Halictidae","Rophitinae","Dufourea boharti"
"Halictidae","Halictinae","Mexalictus eickworti"
"Halictidae",NA,"Austronomia loyali"
"Halictidae","Halictinae","Sphecodes exaltus"
"Halictidae","Halictinae","Sphecodes hydrangeae"
"Halictidae","Halictinae","Lasioglossum kabindiellum"
"Halictidae","Halictinae","Caenohalictus pygosinuatus"
"Halictidae","Halictinae","Lasioglossum regis"
"Halictidae","Halictinae","Halictus phryganicus"
"Halictidae","Halictinae","Halictus microcardia"
"Halictidae","Nomiinae","Nomia atripes"
"Halictidae",NA,"Nubenomia derema"
"Halictidae","Halictinae","Xenochlora ochrosterna"
"Halictidae","Rophitinae","Dufourea leachi"
"Halictidae","Halictinae","Sphecodes veganus"
"Halictidae","Nomiinae","Pseudapis anomala"
"Halictidae","Halictinae","Chlerogelloides femoralis"
"Halictidae","Halictinae","Sphecodes asclepiadis"
"Halictidae",NA,"Macronomia armatula"
"Halictidae","Halictinae","Patellapis kivuicola"
"Halictidae","Halictinae","Patellapis kabetensis"
"Halictidae","Halictinae","Lasioglossum hancocki"
"Halictidae","Halictinae","Patellapis itigiensis"
"Halictidae",NA,"Nubenomia reichardia"
"Halictidae","Halictinae","Patellapis flavovittata"
"Halictidae","Halictinae","Lasioglossum lilianae"
"Halictidae","Halictinae","Lasioglossum angustius"
"Melittidae","Melittinae","Macropis ciliata"
"Melittidae","Melittinae","Macropis steironematis"
"Melittidae","Dasypodainae","Hesperapis parva"
"Melittidae","Dasypodainae","Hesperapis carinata"
"Melittidae","Dasypodainae","Hesperapis rufipes"
"Melittidae","Dasypodainae","Hesperapis pellucida"
"Melittidae","Dasypodainae","Hesperapis arenicola"
"Melittidae","Dasypodainae","Hesperapis infuscata"
"Melittidae","Dasypodainae","Hesperapis laticeps"
"Melittidae","Dasypodainae","Hesperapis fuchsi"
"Melittidae","Dasypodainae","Hesperapis arida"
"Melittidae","Melittinae","Melitta californica"
"Melittidae","Melittinae","Macropis patellata"
"Melittidae","Dasypodainae","Hesperapis elegantula"
"Melittidae","Dasypodainae","Hesperapis rodecki"
"Melittidae","Dasypodainae","Hesperapis oliviae"
"Melittidae","Dasypodainae","Hesperapis fulvipes"
"Melittidae","Dasypodainae","Hesperapis leucura"
"Melittidae","Dasypodainae","Hesperapis ilicifoliae"
"Melittidae","Dasypodainae","Dasypoda sinuata"
"Melittidae","Dasypodainae","Hesperapis oraria"
"Melittidae","Dasypodainae","Dasypoda maura"
"Halictidae","Halictinae","Halictus submodernus"
"Halictidae","Halictinae","Halictus acrocephalus"
"Halictidae","Halictinae","Patellapis reticulata"
"Halictidae","Nomiinae","Lipotriches brachysoma"
"Halictidae","Halictinae","Patellapis disposita"
"Halictidae","Halictinae","Nomioides bluethgeni"
"Halictidae","Halictinae","Halictus gruenwaldti"
"Halictidae","Halictinae","Augochlora chiriquiana"
"Halictidae","Nomiinae","Halictonomia sakarahensis"
"Halictidae","Halictinae","Sphecodes crassicornis"
"Halictidae","Nomiinae","Lipotriches clavata"
"Halictidae","Halictinae","Patellapis rubricata"
"Halictidae","Halictinae","Nomioides nigriceps"
"Halictidae","Halictinae","Ceylalictus petiolatus"
"Halictidae","Halictinae","Ceylalictus aldabranus"
"Halictidae","Halictinae","Chlerogella terpsichore"
"Halictidae","Nomiinae","Nomia nilssoni"
"Halictidae","Nomiinae","Nomia seyrigi"
"Halictidae","Halictinae","Lasioglossum brevizona"
"Halictidae","Halictinae","Lasioglossum moderatum"
"Halictidae","Halictinae","Lasioglossum asellum"
"Halictidae","Halictinae","Patellapis carinostriata"
"Halictidae","Nomiinae","Pseudapis fugax"
"Halictidae","Nomiinae","Steganomus fulvipennis"
"Halictidae","Halictinae","Caenaugochlora leoi"
"Halictidae","Halictinae","Agapostemon centratus"
"Halictidae","Halictinae","Habralictus canaliculatus"
"Halictidae","Halictinae","Eupetersia picea"
"Halictidae","Nomiinae","Lipotriches exagens"
"Halictidae","Rophitinae","Dufourea graeca"
"Halictidae","Halictinae","Sphecodes schoanus"
"Halictidae","Halictinae","Chlerogella prolixa"
"Halictidae","Halictinae","Eupetersia reticulata"
"Halictidae","Halictinae","Lasioglossum podolicum"
"Halictidae","Halictinae","Augochloropsis cyclis"
"Halictidae","Halictinae","Halictus carinthiacus"
"Halictidae","Halictinae","Lasioglossum elegans"
"Halictidae","Halictinae","Lasioglossum taurinum"
"Halictidae","Halictinae","Lasioglossum libericum"
"Halictidae","Halictinae","Lasioglossum miguelense"
"Halictidae","Halictinae","Patellapis pseudomontagui"
"Halictidae","Halictinae","Patellapis platti"
"Halictidae","Halictinae","Patellapis richtersveldi"
"Halictidae","Halictinae","Patellapis terminalis"
"Halictidae","Halictinae","Patellapis sabinae"
"Halictidae","Halictinae","Patellapis villosicauda"
"Halictidae","Halictinae","Patellapis depressa"
"Halictidae","Halictinae","Patellapis gessorum"
"Halictidae","Halictinae","Patellapis mandela"
"Halictidae","Nomiinae","Nomia amabilis"
"Halictidae","Nomiinae","Nomia marginata"
"Halictidae","Nomiinae","Nomia brevipes"
"Halictidae",NA,"Austronomia cheesmanae"
"Halictidae",NA,"Macronomia amatha"
"Halictidae","Halictinae","Lasioglossum diversiforme"
"Halictidae","Nomiinae","Nomia lusoria"
"Halictidae","Halictinae","Patellapis formosicola"
"Halictidae","Rophitinae","Dufourea brachycephala"
"Halictidae","Rophitinae","Dufourea dysis"
"Halictidae","Nomiinae","Nomia robusta"
"Halictidae","Halictinae","Sphecodes atlanticus"
"Halictidae","Rophitinae","Systropha krigei"
"Halictidae","Halictinae","Lasioglossum formosae"
"Halictidae","Halictinae","Lasioglossum moearae"
"Halictidae","Halictinae","Lasioglossum layardi"
"Halictidae","Halictinae","Lasioglossum diversum"
"Halictidae","Halictinae","Lasioglossum farquhari"
"Halictidae","Halictinae","Lasioglossum bowkeri"
"Halictidae","Halictinae","Lasioglossum atelopterum"
"Halictidae","Halictinae","Lasioglossum moffati"
"Halictidae","Halictinae","Thrinchostoma sjoestedti"
"Halictidae",NA,"Macronomia lubumbashica"
"Halictidae","Nomiinae","Lipotriches crassula"
"Halictidae","Halictinae","Corynura atrovirens"
"Halictidae","Halictinae","Caenohalictus monilicornis"
"Halictidae","Nomiinae","Lipotriches cincticauda"
"Halictidae","Halictinae","Lasioglossum scaphonotum"
"Halictidae","Halictinae","Lasioglossum aspilurum"
"Halictidae","Halictinae","Eupetersia emini"
"Halictidae","Halictinae","Chlerogella rostrata"
"Halictidae","Halictinae","Augochlora praeclara"
"Halictidae","Halictinae","Neocorynura nuda"
"Halictidae","Halictinae","Chlerogella fortunaensis"
"Halictidae","Halictinae","Habralictus trinax"
"Halictidae","Halictinae","Patellapis delphinensis"
"Halictidae","Halictinae","Ceratalictus psoraspis"
"Halictidae","Halictinae","Sphecodes genaroi"
"Halictidae","Halictinae","Halictus indefinitus"
"Halictidae","Halictinae","Stilbochlora kateae"
"Halictidae","Halictinae","Halictus mucoreus"
"Halictidae","Nomiinae","Nomia pulawskii"
"Halictidae","Halictinae","Sphecodes hagensi"
"Halictidae","Halictinae","Halictus expertus"
"Halictidae",NA,"Macronomia lamellicornis"
"Halictidae","Nomiinae","Lipotriches tuckeri"
"Halictidae",NA,"Afronomia pallidibasis"
"Halictidae",NA,"Austronomia albitarsis"
"Halictidae","Nomiinae","Lipotriches armatipes"
"Halictidae","Halictinae","Sphecodes natalensis"
"Halictidae",NA,"Macronomia femorata"
"Halictidae","Halictinae","Sphecodes hemirhodurus"
"Halictidae","Halictinae","Sphecodes vumbuensis"
"Halictidae","Halictinae","Eupetersia paradoxa"
"Halictidae","Halictinae","Eupetersia coerulea"
"Halictidae","Halictinae","Patellapis cameroni"
"Halictidae","Halictinae","Sphecodes arnoldi"
"Halictidae","Nomiinae","Lipotriches arnoldi"
"Halictidae","Halictinae","Lasioglossum plicatinum"
"Halictidae","Rophitinae","Systropha rhodesiensis"
"Halictidae","Halictinae","Lasioglossum namaense"
"Halictidae","Halictinae","Eupetersia arnoldi"
"Halictidae","Nomiinae","Lipotriches fulvipes"
"Halictidae","Halictinae","Sphecodes propinquus"
"Halictidae","Halictinae","Lasioglossum lactescens"
"Halictidae","Nomiinae","Nomia whiteana"
"Halictidae","Halictinae","Sphecodes braunsi"
"Halictidae","Nomiinae","Lipotriches meadewaldoi"
"Halictidae","Halictinae","Sphecodes rufichelis"
"Halictidae","Halictinae","Sphecodes capensis"
"Halictidae","Halictinae","Patellapis pearsoni"
"Halictidae","Halictinae","Patellapis perlucens"
"Halictidae","Halictinae","Patellapis hakkiesdraadi"
"Halictidae",NA,"Austronomia zuala"
"Halictidae","Halictinae","Lasioglossum placatum"
"Halictidae","Halictinae","Lasioglossum duckei"
"Halictidae","Nomiinae","Halictonomia ranomafanae"
"Halictidae","Nomiinae","Nomia mcgregori"
"Halictidae","Halictinae","Neocorynura lepidodes"
"Halictidae","Halictinae","Augochloropsis viridana"
"Halictidae","Rophitinae","Systropha difformis"
"Halictidae","Halictinae","Lasioglossum lukulense"
"Halictidae","Halictinae","Ptilocleptis polybioides"
"Halictidae","Rophitinae","Dufourea rufiventris"
"Halictidae","Halictinae","Lasioglossum wollastoni"
"Halictidae","Halictinae","Mexalictus guatemalensis"
"Halictidae","Halictinae","Thrinchostoma petersi"
"Halictidae","Nomiinae","Nomia microlutea"
"Halictidae","Nomiinae","Nomia ivoirensis"
"Halictidae","Nomiinae","Nomia clypeonitida"
"Halictidae","Halictinae","Augochlora perimelas"
"Halictidae","Halictinae","Caenohalictus curticeps"
"Halictidae","Halictinae","Habralictus callichroma"
"Halictidae","Halictinae","Temnosoma metallicum"
"Halictidae","Halictinae","Habralictus flavopictus"
"Halictidae","Halictinae","Augochloropsis smithiana"
"Halictidae","Halictinae","Augochlora cydippe"
"Halictidae","Halictinae","Augochloropsis brachycephala"
"Halictidae","Halictinae","Augochloropsis pandrosos"
"Halictidae","Halictinae","Augochloropsis terrestris"
"Halictidae","Halictinae","Augochloropsis argentina"
"Halictidae","Halictinae","Augochlora diaphractes"
"Halictidae","Halictinae","Lasioglossum setulellum"
"Halictidae","Halictinae","Halictus lussinicus"
"Halictidae",NA,"Nubenomia nubecula"
"Halictidae","Halictinae","Lasioglossum pseudocaspicum"
"Halictidae","Halictinae","Sphecodes rudiusculus"
"Halictidae","Halictinae","Dinagapostemon gigas"
"Halictidae","Halictinae","Neocorynura diploon"
"Halictidae","Nomiinae","Pseudapis nubica"
"Halictidae","Halictinae","Halictus semiticus"
"Halictidae","Halictinae","Stilbochlora graceae"
"Halictidae","Halictinae","Lasioglossum rubritarse"
"Halictidae","Halictinae","Lasioglossum atricrum"
"Halictidae","Nomiinae","Pseudapis usambarae"
"Halictidae","Halictinae","Augochlora mulleri"
"Halictidae","Halictinae","Halictus holomelaenus"
"Halictidae","Halictinae","Agapostemon jamaicensis"
"Melittidae","Melittinae","Melitta piersbakeri"
"Melittidae","Dasypodainae","Dasypoda morotei"
"Melittidae","Meganomiinae","Ceratomonia rozenorum"
"Melittidae","Melittinae","Melitta kastiliensis"
"Melittidae","Meganomiinae","Uromonia stagei"
"Melittidae","Melittinae","Rediviva simulans"
"Melittidae","Meganomiinae","Meganomia andersoni"
"Melittidae","Dasypodainae","Capicola capicola"
"Melittidae","Dasypodainae","Capicola flavitarsis"
"Melittidae","Dasypodainae","Capicola aliciae"
"Melittidae","Meganomiinae","Meganomia gigas"
"Melittidae","Melittinae","Melitta cameroni"
"Melittidae","Melittinae","Rediviva rufocincta"
"Melittidae","Dasypodainae","Dasypoda japonica"
"Melittidae","Dasypodainae","Dasypoda chinensis"
"Andrenidae","Panurginae","Macrotera opacella"
"Andrenidae","Panurginae","Macrotera pipiyolin"
"Andrenidae","Panurginae","Macrotera crassa"
"Andrenidae","Panurginae","Protandrena rugosa"
"Andrenidae","Panurginae","Macrotera laticauda"
"Andrenidae","Panurginae","Macrotera opuntiae"
"Andrenidae","Panurginae","Macrotera lobata"
"Andrenidae","Andreninae","Andrena chromotricha"
"Andrenidae","Panurginae","Perdita obscurata"
"Andrenidae","Andreninae","Andrena simplex"
"Andrenidae","Panurginae","Protandrena californica"
"Andrenidae","Panurginae","Protandrena renimaculata"
"Andrenidae","Panurginae","Protandrena albitarsis"
"Andrenidae","Panurginae","Macrotera azteca"
"Andrenidae","Panurginae","Calliopsis hurdiella"
"Andrenidae","Panurginae","Macrotera rubida"
"Andrenidae","Panurginae","Protandrena dicksoni"
"Andrenidae","Panurginae","Macrotera magniceps"
"Andrenidae","Panurginae","Perdita elimata"
"Andrenidae","Andreninae","Andrena subtrita"
"Andrenidae","Panurginae","Calliopsis edwardsii"
"Andrenidae","Panurginae","Protandrena verticalis"
"Andrenidae","Panurginae","Macrotera bidenticauda"
"Andrenidae","Panurginae","Perdita zonalis"
"Andrenidae","Panurginae","Protandrena nanula"
"Andrenidae","Panurginae","Protandrena atricornis"
"Andrenidae","Panurginae","Protandrena pauper"
"Andrenidae","Panurginae","Protandrena labrosa"
"Andrenidae","Panurginae","Protandrena parva"
"Andrenidae","Panurginae","Protandrena occidua"
"Andrenidae","Panurginae","Protandrena illustris"
"Andrenidae","Panurginae","Protandrena piercei"
"Andrenidae","Panurginae","Calliopsis filiorum"
"Andrenidae","Panurginae","Protandrena boylei"
"Andrenidae","Panurginae","Protandrena lugubris"
"Andrenidae","Panurginae","Protandrena aristata"
"Andrenidae","Panurginae","Protandrena asperata"
"Andrenidae","Panurginae","Protandrena helianthi"
"Andrenidae","Panurginae","Protandrena amplipennis"
"Andrenidae","Panurginae","Protandrena munda"
"Andrenidae","Panurginae","Perdita genalis"
"Andrenidae","Andreninae","Andrena scotoptera"
"Andrenidae","Andreninae","Andrena dissimulans"
"Andrenidae","Andreninae","Andrena cheyennorum"
"Andrenidae","Andreninae","Andrena rehni"
"Andrenidae","Andreninae","Andrena krigiana"
"Andrenidae","Andreninae","Andrena sayi"
"Andrenidae","Andreninae","Andrena mariae"
"Melittidae","Dasypodainae","Samba tridentata"
"Andrenidae",NA,"Liopoeodes xenopous"
"Andrenidae","Andreninae","Andrena africana"
"Andrenidae","Panurginae","Calliopsis hesperia"
"Andrenidae","Panurginae","Perdita heliotropii"
"Andrenidae",NA,"Ceroliopoeum laetum"
"Andrenidae","Andreninae","Andrena fulica"
"Andrenidae","Andreninae","Cubiandrena cubiceps"
"Andrenidae","Andreninae","Andrena sibirica"
"Andrenidae","Andreninae","Andrena nudigastroides"
"Andrenidae","Andreninae","Andrena delicatula"
"Melittidae","Dasypodainae","Eremaphanta dispar"
"Melittidae","Melittinae","Rediviva pallidula"
"Melittidae","Melittinae","Rediviva rhodosoma"
"Melittidae","Melittinae","Rediviva autumnalis"
"Melittidae","Melittinae","Rediviva ruficornis"
"Andrenidae","Andreninae","Andrena morrisonella"
"Andrenidae","Andreninae","Andrena danuvia"
"Andrenidae","Andreninae","Andrena strohmella"
"Andrenidae","Andreninae","Andrena saxonica"
"Andrenidae","Andreninae","Andrena salictaria"
"Andrenidae","Andreninae","Andrena braccata"
"Andrenidae","Andreninae","Andrena aliciae"
"Andrenidae","Andreninae","Andrena virginiana"
"Andrenidae","Panurginae","Calliopsis nebraskensis"
"Andrenidae","Andreninae","Andrena hilaris"
"Andrenidae","Panurginae","Perdita gentilis"
"Andrenidae","Panurginae","Perdita paroselae"
"Andrenidae","Panurginae","Perdita timberlakei"
"Andrenidae","Panurginae","Calliopsis micheneri"
"Andrenidae","Panurginae","Perdita lipovskyi"
"Andrenidae","Panurginae","Perdita hippolyta"
"Andrenidae","Panurginae","Perdita punctifera"
"Andrenidae","Panurginae","Perdita tridentata"
"Andrenidae","Panurginae","Perdita xanthismae"
"Andrenidae","Panurginae","Perdita beameri"
"Andrenidae","Panurginae","Perdita foveata"
"Andrenidae","Andreninae","Andrena hallii"
"Andrenidae","Panurginae","Perdita ignota"
"Andrenidae","Panurginae","Perdita kiowi"
"Andrenidae","Panurginae","Perdita montereyensis"
"Andrenidae","Panurginae","Perdita luciae"
"Andrenidae","Panurginae","Perdita bequaertiana"
"Andrenidae","Panurginae","Perdita wootonae"
"Andrenidae","Andreninae","Andrena subtilis"
"Andrenidae","Panurginae","Perdita wilmattae"
"Andrenidae","Panurginae","Perdita oaxacana"
"Andrenidae","Andreninae","Andrena blaisdelli"
"Andrenidae","Panurginae","Perdita dasylirii"
"Andrenidae","Andreninae","Andrena crawfordi"
"Andrenidae","Panurginae","Perdita missionis"
"Andrenidae","Panurginae","Perdita xanthoxyli"
"Andrenidae","Panurginae","Perdita rhodura"
"Andrenidae","Andreninae","Andrena chlorura"
"Andrenidae","Panurginae","Protandrena rufosignata"
"Andrenidae","Panurginae","Perdita cowaniae"
"Andrenidae","Andreninae","Andrena primulifrons"
"Andrenidae","Panurginae","Protandrena fasciata"
"Andrenidae","Panurginae","Perdita munita"
"Andrenidae","Andreninae","Andrena tonkaworum"
"Andrenidae","Panurginae","Perdita maculigera"
"Andrenidae","Panurginae","Perdita salicis"
"Andrenidae","Panurginae","Perdita similis"
"Andrenidae","Oxaeinae","Protoxaea australis"
"Andrenidae","Panurginae","Perdita dolichocephala"
"Andrenidae","Panurginae","Perdita zebrata"
"Andrenidae","Panurginae","Calliopsis zebrata"
"Andrenidae","Panurginae","Perdita jucunda"
"Andrenidae","Panurginae","Perdita gracilis"
"Andrenidae","Panurginae","Calliopsis teucrii"
"Andrenidae","Panurginae","Perdita stathamae"
"Andrenidae","Panurginae","Perdita sexmaculata"
"Andrenidae","Panurginae","Perdita micheneri"
"Andrenidae","Panurginae","Perdita verbesinae"
"Andrenidae","Panurginae","Perdita vittata"
"Andrenidae","Panurginae","Perdita sphaeralceae"
"Andrenidae","Panurginae","Perdita exilis"
"Andrenidae","Panurginae","Perdita chihuahua"
"Andrenidae","Panurginae","Panurginus polytrichus"
"Andrenidae","Andreninae","Andrena confederata"
"Andrenidae","Panurginae","Perdita cambarella"
"Andrenidae","Panurginae","Calliopsis anthidius"
"Andrenidae","Panurginae","Perdita pratti"
"Andrenidae","Panurginae","Perdita covilleae"
"Andrenidae","Panurginae","Perdita claypolei"
"Andrenidae","Panurginae","Perdita lasiogastra"
"Andrenidae","Panurginae","Perdita leucostoma"
"Andrenidae","Panurginae","Perdita scopata"
"Andrenidae","Andreninae","Andrena wilmattae"
"Andrenidae","Panurginae","Perdita lenis"
"Andrenidae","Andreninae","Andrena semipunctata"
"Andrenidae","Panurginae","Perdita macswaini"
"Andrenidae","Andreninae","Andrena chlorogaster"
"Andrenidae","Panurginae","Perdita thermophila"
"Andrenidae","Andreninae","Andrena mellea"
"Andrenidae","Andreninae","Andrena vulpicolor"
"Andrenidae","Panurginae","Calliopsis scutellaris"
"Andrenidae","Panurginae","Perdita mimosae"
"Andrenidae","Panurginae","Perdita albovittata"
"Andrenidae","Panurginae","Calliopsis zonalis"
"Andrenidae","Panurginae","Perdita chrysothamni"
"Andrenidae","Panurginae","Perdita luteola"
"Andrenidae","Panurginae","Perdita affinis"
"Andrenidae","Panurginae","Panurginus bilobatus"
