"family","subfamily","species"
"Andrenidae","Panurginae","Perdita lateralis"
"Andrenidae","Panurginae","Perdita lepidosparti"
"Andrenidae","Panurginae","Perdita punctulata"
"Andrenidae","Panurginae","Calliopsis scitula"
"Andrenidae","Panurginae","Perdita inornata"
"Andrenidae","Panurginae","Perdita asteris"
"Andrenidae","Panurginae","Perdita obliqua"
"Andrenidae","Panurginae","Perdita beata"
"Andrenidae","Panurginae","Perdita boltoniae"
"Andrenidae","Panurginae","Perdita exclamans"
"Andrenidae","Andreninae","Andrena saccata"
"Andrenidae","Andreninae","Andrena washingtoni"
"Andrenidae","Andreninae","Andrena buckelli"
"Andrenidae","Andreninae","Andrena edwardsi"
"Andrenidae","Panurginae","Perdita semicaerulea"
"Andrenidae","Andreninae","Andrena arenicola"
"Andrenidae","Panurginae","Perdita laticincta"
"Andrenidae","Panurginae","Calliopsis australior"
"Andrenidae","Panurginae","Perdita polytropica"
"Andrenidae","Panurginae","Perdita crotonis"
"Andrenidae","Panurginae","Calliopsis linsleyi"
"Andrenidae","Panurginae","Perdita divaricata"
"Andrenidae","Panurginae","Perdita coreopsidis"
"Andrenidae","Panurginae","Perdita variegata"
"Andrenidae","Andreninae","Andrena merriami"
"Andrenidae","Panurginae","Perdita thelypodii"
"Andrenidae","Panurginae","Protandrena unimaculata"
"Andrenidae","Panurginae","Perdita media"
"Andrenidae","Andreninae","Andrena perimelas"
"Andrenidae","Panurginae","Perdita euphorbiae"
"Andrenidae","Andreninae","Andrena vinnula"
"Andrenidae","Andreninae","Andrena fracta"
"Andrenidae","Andreninae","Andrena vicinoides"
"Andrenidae","Panurginae","Macrotera arcuata"
"Andrenidae","Andreninae","Andrena furva"
"Andrenidae","Panurginae","Perdita wyomingensis"
"Andrenidae","Panurginae","Perdita purpurascens"
"Andrenidae","Andreninae","Andrena sitiliae"
"Andrenidae","Panurginae","Perdita marginata"
"Andrenidae","Andreninae","Andrena unicostata"
"Andrenidae","Andreninae","Andrena trizonata"
"Andrenidae","Panurginae","Perdita perpulchra"
"Andrenidae","Panurginae","Perdita eucnides"
"Andrenidae","Panurginae","Perdita koebelei"
"Andrenidae","Panurginae","Perdita robustula"
"Andrenidae","Andreninae","Andrena inculta"
"Andrenidae","Andreninae","Andrena fulvipennis"
"Andrenidae","Andreninae","Andrena chalybaea"
"Andrenidae","Panurginae","Perdita giliae"
"Andrenidae","Panurginae","Calliopsis michenerella"
"Andrenidae","Andreninae","Andrena subchalybea"
"Andrenidae","Panurginae","Protandrena fratercula"
"Andrenidae","Panurginae","Calliopsis barri"
"Andrenidae","Andreninae","Andrena pertristis"
"Andrenidae","Panurginae","Perdita xerophila"
"Andrenidae","Panurginae","Perdita tortifoliae"
"Andrenidae","Andreninae","Andrena quintiliformis"
"Andrenidae","Panurginae","Perdita xanthochroa"
"Andrenidae","Andreninae","Andrena escondida"
"Andrenidae","Panurginae","Perdita cleomellae"
"Andrenidae","Panurginae","Perdita nasuta"
"Andrenidae","Panurginae","Calliopsis personata"
"Andrenidae","Panurginae","Perdita cladothricis"
"Andrenidae","Panurginae","Protandrena exigua"
"Andrenidae","Panurginae","Calliopsis rozeni"
"Andrenidae","Panurginae","Perdita lepachidis"
"Andrenidae","Panurginae","Calliopsis larreae"
"Andrenidae","Panurginae","Calliopsis beamerorum"
"Andrenidae","Panurginae","Perdita coahuilensis"
"Andrenidae","Andreninae","Andrena birtwelli"
"Andrenidae","Andreninae","Andrena ceanothifloris"
"Andrenidae","Andreninae","Andrena coactipostica"
"Andrenidae","Andreninae","Andrena haynesi"
"Andrenidae","Andreninae","Andrena irrasus"
"Andrenidae","Andreninae","Andrena isocomae"
"Andrenidae","Andreninae","Andrena melliventris"
"Andrenidae","Andreninae","Andrena perpunctata"
"Andrenidae","Andreninae","Andrena senticulosa"
"Andrenidae","Andreninae","Andrena quintilis"
"Andrenidae","Panurginae","Perdita jonesi"
"Andrenidae","Panurginae","Perdita eximia"
"Andrenidae","Panurginae","Perdita dolanensis"
"Andrenidae","Panurginae","Perdita aculeata"
"Andrenidae","Panurginae","Perdita stottleri"
"Andrenidae","Panurginae","Calliopsis hondurasica"
"Andrenidae","Panurginae","Perdita martini"
"Andrenidae","Panurginae","Panurginus atramontensis"
"Andrenidae","Panurginae","Calliopsis gilva"
"Andrenidae","Panurginae","Perdita bradleyana"
"Andrenidae","Andreninae","Andrena neonana"
"Andrenidae","Panurginae","Perdita gerhardi"
"Andrenidae","Panurginae","Perdita numerata"
"Andrenidae","Panurginae","Perdita mohavensis"
"Andrenidae","Panurginae","Perdita pubescens"
"Andrenidae","Andreninae","Andrena hicksi"
"Andrenidae","Andreninae","Andrena barberi"
"Andrenidae","Andreninae","Andrena gibberis"
"Andrenidae","Andreninae","Andrena pensilis"
"Andrenidae","Panurginae","Perdita yosemitensis"
"Andrenidae","Panurginae","Perdita pedernalensis"
"Andrenidae","Panurginae","Protandrena kansensis"
"Andrenidae","Andreninae","Andrena amphibola"
"Andrenidae","Andreninae","Andrena lupinorum"
"Andrenidae","Panurginae","Perdita difficilis"
"Andrenidae","Panurginae","Perdita triangulifera"
"Andrenidae","Panurginae","Perdita utahensis"
"Andrenidae","Andreninae","Andrena bucculenta"
"Andrenidae","Panurginae","Perdita dubia"
"Andrenidae","Panurginae","Perdita subfasciata"
"Andrenidae","Panurginae","Perdita gutierreziae"
"Andrenidae","Panurginae","Perdita acapulcona"
"Andrenidae","Panurginae","Perdita leucogastra"
"Andrenidae","Panurginae","Perdita eriastri"
"Andrenidae","Panurginae","Perdita marcialis"
"Andrenidae","Panurginae","Panurginus melanocephalus"
"Andrenidae","Panurginae","Perdita maerens"
"Andrenidae","Andreninae","Andrena chaparralensis"
"Andrenidae","Panurginae","Perdita guerreroensis"
"Andrenidae","Panurginae","Perdita chrysophila"
"Andrenidae","Panurginae","Perdita proxima"
"Andrenidae","Panurginae","Perdita schwartzi"
"Andrenidae","Andreninae","Andrena plebeia"
"Andrenidae","Andreninae","Andrena helianthiformis"
"Andrenidae","Andreninae","Andrena rava"
"Andrenidae","Andreninae","Andrena raveni"
"Andrenidae","Panurginae","Perdita swezeyi"
"Andrenidae","Andreninae","Andrena subaustralis"
"Andrenidae","Panurginae","Perdita bruneri"
"Andrenidae","Panurginae","Calliopsis pectidis"
"Andrenidae","Panurginae","Perdita atrata"
"Andrenidae","Panurginae","Calliopsis helianthi"
"Andrenidae","Panurginae","Perdita fallugiae"
"Andrenidae","Andreninae","Andrena illini"
"Andrenidae","Panurginae","Protandrena cockerelli"
"Andrenidae","Panurginae","Perdita hirticeps"
"Andrenidae","Panurginae","Calliopsis hirsutifrons"
"Andrenidae","Andreninae","Andrena capricornis"
"Andrenidae","Andreninae","Andrena vierecki"
"Andrenidae","Panurginae","Perdita salviae"
"Andrenidae","Panurginae","Perdita obscurifascies"
"Andrenidae","Panurginae","Spinoliella packeri"
"Andrenidae","Andreninae","Andrena phaceliae"
"Andrenidae","Andreninae","Andrena verecunda"
"Andrenidae","Panurginae","Calliopsis phaceliae"
"Andrenidae","Panurginae","Protandrena trifoliata"
"Andrenidae","Panurginae","Protandrena eclepta"
"Andrenidae","Andreninae","Andrena solivaga"
"Andrenidae","Andreninae","Andrena citrinihirta"
"Andrenidae","Panurginae","Calliopsis foleyi"
"Andrenidae","Andreninae","Andrena plana"
"Andrenidae","Panurginae","Perdita nitens"
"Andrenidae","Panurginae","Perdita hirsuta"
"Andrenidae","Panurginae","Perdita mesillensis"
"Andrenidae","Andreninae","Andrena repanda"
"Andrenidae","Panurginae","Perdita trimaculata"
"Andrenidae","Panurginae","Perdita maesta"
"Andrenidae","Panurginae","Calliopsis comptula"
"Andrenidae","Panurginae","Perdita trifasciata"
"Andrenidae","Panurginae","Perdita sternalis"
"Andrenidae","Andreninae","Andrena nevadensis"
"Andrenidae","Andreninae","Andrena orthocarpi"
"Andrenidae","Panurginae","Liphanthus chillanensis"
"Andrenidae","Panurginae","Andinopanurgus bachue"
"Andrenidae","Panurginae","Perdita quadrinotata"
"Andrenidae","Andreninae","Andrena dolomellea"
"Andrenidae","Andreninae","Andrena concinnula"
"Andrenidae","Panurginae","Perdita multiflorae"
"Andrenidae","Panurginae","Perdita polycarpae"
"Andrenidae","Panurginae","Perdita beatula"
"Andrenidae","Panurginae","Perdita ericameriae"
"Andrenidae","Panurginae","Perdita peculiaris"
"Andrenidae","Panurginae","Perdita bilobata"
"Andrenidae","Panurginae","Protandrena cameroni"
"Andrenidae","Panurginae","Perdita drymariae"
"Andrenidae","Panurginae","Perdita incana"
"Andrenidae","Panurginae","Perdita gertschi"
"Andrenidae","Panurginae","Perdita speciosa"
"Andrenidae","Panurginae","Perdita vesca"
"Andrenidae","Panurginae","Perdita eysenhardtiae"
"Andrenidae","Panurginae","Perdita phymatae"
"Andrenidae","Panurginae","Perdita adjuncta"
"Andrenidae","Panurginae","Perdita confusa"
"Andrenidae","Andreninae","Andrena asteroides"
"Andrenidae","Panurginae","Perdita aridella"
"Andrenidae","Andreninae","Andrena blennospermatis"
"Andrenidae","Andreninae","Andrena omninigra"
"Andrenidae","Andreninae","Andrena wellesleyana"
"Andrenidae","Panurginae","Protandrena crenulata"
"Andrenidae","Panurginae","Perdita ainsliei"
"Andrenidae","Panurginae","Calliopsis macswaini"
"Andrenidae","Panurginae","Perdita eremica"
"Andrenidae","Panurginae","Perdita rivalis"
"Andrenidae","Andreninae","Andrena vulpoides"
"Andrenidae","Panurginae","Perdita quadraticeps"
"Andrenidae","Panurginae","Protandrena semilevis"
"Andrenidae","Andreninae","Andrena scutellinitens"
"Andrenidae","Panurginae","Perdita isocomae"
"Andrenidae","Panurginae","Perdita affecta"
"Andrenidae","Andreninae","Andrena reflexa"
"Andrenidae","Panurginae","Perdita ciliata"
"Andrenidae","Panurginae","Perdita geminata"
"Andrenidae","Panurginae","Perdita bridwelli"
"Andrenidae","Panurginae","Perdita interserta"
"Andrenidae","Panurginae","Calliopsis meliloti"
"Andrenidae","Andreninae","Andrena laminibucca"
"Andrenidae","Panurginae","Protandrena velutina"
"Andrenidae","Panurginae","Protandrena angusticeps"
"Andrenidae","Panurginae","Perdita calloleuca"
"Andrenidae","Panurginae","Protandrena tessellata"
"Andrenidae","Andreninae","Andrena aquila"
"Andrenidae","Andreninae","Andrena livida"
"Andrenidae","Panurginae","Perdita pectidis"
"Andrenidae","Panurginae","Perdita abbreviata"
"Andrenidae","Panurginae","Calliopsis bernardinensis"
"Andrenidae","Panurginae","Perdita albihirta"
"Andrenidae","Panurginae","Perdita evansi"
"Andrenidae","Andreninae","Andrena rozeni"
"Andrenidae","Panurginae","Perdita sonorensis"
"Andrenidae","Panurginae","Perdita discreta"
"Andrenidae","Andreninae","Andrena sculleni"
"Andrenidae","Panurginae","Andinopanurgus maximina"
"Andrenidae","Panurginae","Perdita scitula"
"Andrenidae","Andreninae","Andrena anatolis"
"Andrenidae","Panurginae","Calliopsis philiphunteri"
"Andrenidae","Andreninae","Andrena rubi"
"Andrenidae","Panurginae","Protandrena blandula"
"Andrenidae","Panurginae","Perdita pallidipes"
"Andrenidae","Andreninae","Andrena aliciarum"
"Andrenidae","Panurginae","Protandrena innupta"
"Andrenidae","Panurginae","Perdita townesi"
"Andrenidae","Panurginae","Calliopsis rhodophila"
"Andrenidae","Andreninae","Andrena parnassiae"
"Andrenidae","Andreninae","Andrena balsamorhizae"
"Andrenidae","Panurginae","Perdita semicrocea"
"Andrenidae","Panurginae","Perdita bicuspidariae"
"Andrenidae","Andreninae","Andrena uvulariae"
"Andrenidae","Panurginae","Perdita malacothricis"
"Andrenidae","Andreninae","Andrena sola"
"Andrenidae","Andreninae","Andrena subdepressa"
"Andrenidae","Panurginae","Perdita flavipes"
"Andrenidae","Andreninae","Andrena apacheorum"
"Andrenidae","Andreninae","Andrena pauxilla"
"Andrenidae","Andreninae","Andrena rugulosa"
"Andrenidae","Panurginae","Perdita gerardiae"
"Andrenidae","Andreninae","Andrena pulverulenta"
"Andrenidae","Andreninae","Andrena cymatilis"
"Andrenidae","Andreninae","Andrena zionensis"
"Andrenidae","Andreninae","Andrena micheneriana"
"Andrenidae","Oxaeinae","Mesoxaea texana"
"Andrenidae","Andreninae","Andrena cornelli"
"Andrenidae","Andreninae","Andrena obscuripennis"
"Andrenidae","Panurginae","Perdita blatchleyi"
"Andrenidae","Panurginae","Calliopsis barbata"
"Andrenidae","Panurginae","Perdita argemones"
"Andrenidae","Panurginae","Panurginus ceanothi"
"Andrenidae","Panurginae","Perdita polita"
"Andrenidae","Panurginae","Perdita polygonellae"
"Andrenidae","Panurginae","Perdita mentzeliae"
"Andrenidae","Panurginae","Perdita maculosa"
"Andrenidae","Panurginae","Perdita nubila"
"Andrenidae","Panurginae","Perdita melanostoma"
"Andrenidae","Panurginae","Perdita wislizeniae"
"Andrenidae","Panurginae","Calliopsis trifolii"
"Andrenidae","Andreninae","Andrena carolinensis"
"Andrenidae","Andreninae","Andrena flocculosa"
"Andrenidae","Andreninae","Andrena sulcata"
"Andrenidae","Andreninae","Andrena mesillae"
"Andrenidae","Andreninae","Andrena duplicata"
"Andrenidae","Panurginae","Liphanthus brevicornis"
"Andrenidae","Panurginae","Rhophitulus formosus"
"Andrenidae","Panurginae","Rhophitulus plumosulus"
"Andrenidae","Panurginae","Callonychium petuniae"
"Andrenidae","Panurginae","Rhophitulus politus"
"Andrenidae","Panurginae","Rhophitulus reticulatus"
"Andrenidae","Panurginae","Rhophitulus pereziae"
"Andrenidae","Panurginae","Rhophitulus minutus"
"Andrenidae","Panurginae","Rhophitulus hamatus"
"Andrenidae","Panurginae","Rhophitulus guariticola"
"Andrenidae","Panurginae","Rhophitulus flavitarsis"
"Andrenidae","Panurginae","Rhophitulus malvacearum"
"Andrenidae","Panurginae","Rhophitulus harterae"
"Andrenidae","Panurginae","Litocalliopsis adesmiae"
"Andrenidae","Panurginae","Rhophitulus holostictus"
"Andrenidae","Panurginae","Rhophitulus eustictus"
"Andrenidae","Andreninae","Andrena varians"
"Andrenidae","Andreninae","Andrena pecosana"
"Andrenidae","Andreninae","Andrena crinita"
"Andrenidae","Panurginae","Calliopsis timberlakei"
"Andrenidae","Panurginae","Perdita munda"
"Andrenidae","Andreninae","Andrena nigricula"
"Andrenidae","Panurginae","Perdita arenaria"
"Andrenidae","Panurginae","Perdita idonea"
"Andrenidae","Andreninae","Andrena patagiata"
"Andrenidae","Panurginae","Liphanthus unifasciatus"
"Andrenidae","Andreninae","Andrena trimaculata"
"Andrenidae","Andreninae","Andrena bullata"
"Andrenidae","Andreninae","Andrena obscuripostica"
"Andrenidae","Andreninae","Andrena sublayiae"
"Andrenidae","Andreninae","Andrena berberidis"
"Andrenidae","Panurginae","Perdita nigroviridis"
"Andrenidae","Andreninae","Andrena atlantica"
"Andrenidae","Panurginae","Perdita translineata"
"Andrenidae","Andreninae","Andrena nigroclypeata"
"Andrenidae","Andreninae","Andrena suavis"
"Andrenidae","Andreninae","Andrena flexa"
"Andrenidae","Panurginae","Perdita tricincta"
"Andrenidae","Andreninae","Andrena submoesta"
"Andrenidae","Andreninae","Andrena jessicae"
"Andrenidae","Andreninae","Andrena ishii"
"Andrenidae","Andreninae","Andrena camissoniae"
"Andrenidae","Andreninae","Andrena ofella"
"Andrenidae","Andreninae","Andrena runcinatae"
"Andrenidae","Andreninae","Andrena texana"
"Andrenidae","Andreninae","Andrena tegularis"
"Andrenidae","Andreninae","Andrena daeckei"
"Andrenidae","Andreninae","Andrena luteihirta"
"Andrenidae","Andreninae","Andrena chalybioides"
"Andrenidae","Andreninae","Andrena cragini"
"Andrenidae","Andreninae","Andrena chlorosoma"
"Andrenidae","Andreninae","Andrena avulsa"
"Andrenidae","Andreninae","Andrena penemisella"
"Andrenidae","Andreninae","Andrena nigerrima"
"Andrenidae","Andreninae","Andrena heraclei"
"Andrenidae","Panurginae","Calliopsis quadridentata"
"Andrenidae","Panurginae","Perdita bequaerti"
"Andrenidae","Panurginae","Panurginus potentillae"
"Andrenidae","Andreninae","Andrena leucomystax"
"Andrenidae","Andreninae","Andrena coracina"
"Andrenidae","Panurginae","Perdita rectangulata"
"Andrenidae","Andreninae","Andrena ramaleyi"
"Andrenidae","Andreninae","Andrena hamulata"
"Andrenidae","Andreninae","Andrena compositarum"
"Andrenidae","Andreninae","Andrena mojavensis"
"Andrenidae","Andreninae","Andrena durangoensis"
"Andrenidae","Andreninae","Andrena brevicornis"
"Andrenidae","Panurginae","Protandrena fulvicornis"
"Andrenidae","Andreninae","Andrena berkeleyi"
"Andrenidae","Andreninae","Andrena monticola"
"Andrenidae","Andreninae","Andrena duboisi"
"Andrenidae","Andreninae","Andrena sakagamii"
"Andrenidae","Andreninae","Andrena fumosa"
"Andrenidae","Panurginae","Perdita novoleona"
"Andrenidae","Panurginae","Calliopsis verbenae"
"Andrenidae","Panurginae","Macrotera bicolor"
"Andrenidae","Panurginae","Perdita decemnotata"
"Andrenidae","Panurginae","Protandrena fuliginosa"
"Andrenidae","Panurginae","Perdita pueblana"
"Andrenidae","Panurginae","Perdita mexicanorum"
"Andrenidae","Panurginae","Perdita caerulescens"
"Andrenidae","Panurginae","Macrotera parkeri"
"Andrenidae","Andreninae","Andrena bilimeki"
"Andrenidae","Panurginae","Perdita pernitens"
"Andrenidae","Andreninae","Andrena antonitonis"
"Andrenidae","Andreninae","Andrena alamonis"
"Andrenidae","Panurginae","Liphanthus tofensis"
"Andrenidae","Panurginae","Liphanthus cerdai"
"Andrenidae","Panurginae","Liphanthus nitidus"
"Andrenidae","Panurginae","Liphanthus anacanthus"
"Andrenidae","Panurginae","Callonychium coquimbense"
"Andrenidae","Andreninae","Andrena fulgida"
"Andrenidae","Andreninae","Andrena rubens"
"Andrenidae","Andreninae","Andrena levigata"
"Andrenidae","Andreninae","Andrena verbesinae"
"Andrenidae","Andreninae","Andrena toralis"
"Andrenidae","Panurginae","Perdita albomarginata"
"Andrenidae","Panurginae","Perdita dalyi"
"Andrenidae","Panurginae","Perdita deltophora"
"Andrenidae","Andreninae","Andrena discreta"
"Andrenidae","Panurginae","Perdita dispar"
"Andrenidae","Andreninae","Andrena fulminea"
"Andrenidae","Andreninae","Andrena aerifera"
"Andrenidae","Andreninae","Andrena miniata"
"Andrenidae","Andreninae","Andrena parilis"
"Andrenidae","Andreninae","Andrena pectidis"
"Andrenidae","Andreninae","Andrena optanda"
"Andrenidae","Panurginae","Calliopsis obscurella"
"Andrenidae","Panurginae","Perdita labergei"
"Andrenidae","Panurginae","Perdita innotata"
"Andrenidae","Panurginae","Perdita chamaesarachae"
"Andrenidae","Panurginae","Perdita durangoensis"
"Andrenidae","Panurginae","Calliopsis sonora"
"Andrenidae","Panurginae","Calliopsis zora"
"Andrenidae","Panurginae","Calliopsis unca"
"Andrenidae","Panurginae","Protandrena irwini"
"Andrenidae","Panurginae","Calliopsis rogeri"
"Andrenidae","Panurginae","Calliopsis kucalumea"
"Andrenidae","Panurginae","Calliopsis fulgida"
"Andrenidae","Panurginae","Perdita umbrata"
"Andrenidae","Panurginae","Calliopsis limbus"
"Andrenidae","Panurginae","Protandrena tuberata"
"Andrenidae","Panurginae","Protandrena pectidella"
