"species","n_awi_pm_sr_yr","mean_awi_pm_sr_yr","sd_awi_pm_sr_yr","se_awi_pm_sr_yr","within_sp_var_awi_pm_sr_yr"
"Diadasia_laticauda","12","2500.75","1318.812767","380.708453","1221038.799088"
"Melitoma_segmentaria","85","7650.682353","4975.486622","539.667295","172381.948107"
"Ceratina_nanula","148","3692.959459","4069.011541","334.470688","99003.145872"
"Exomalopsis_byersi","18","5467.777778","2531.312135","596.635992","814025.866059"
"Thygater_micheneri","5","5600.2","3254.703781","1455.54778","2930493.117812"
"Epeolus_canadensis","28","5792","3085.444899","583.094278","523302.342466"
"Deltoptila_aurulentocaudata","11","6995.545455","3512.711242","1059.12229","1332042.326278"
"Brachynomada_margaretae","4","1858.25","1033.036745","516.518373","3663116.397265"
"Trigona_albipennis","41","13144.02439","6204.053117","968.910314","357377.209489"
"Anthophorula_completa","39","2178.512821","1184.555499","189.680685","375704.245873"
"Exomalopsis_mellipes","61","6477.983607","3895.080699","498.71398","240204.353919"
"Anthophora_fulvicauda","16","2293.9375","3877.146691","969.286673","915779.099316"
"Caenonomada_bruneri","22","7118","2908.319528","620.055807","666021.163139"
"Euglossa_atroveneta","10","8880.7","2745.677615","868.259498","1465246.558906"
"Trigona_fuscipennis","91","11269.340659","5532.724648","579.987135","161016.105374"
"Euglossa_obtusa","6","11767","3636.016887","1484.397678","2442077.598177"
"Eufriesea_rugosa","18","8932.944444","4447.063545","1048.18293","814025.866059"
"Eucera_aragalli","5","2332","818.493739","366.041528","2930493.117812"
"Melissodes_coloradensis","28","4943.178571","2925.002261","552.773469","523302.342466"
"Melissodes_sphaeralceae","18","2299.388889","996.747365","234.935607","814025.866059"
"Eucera_fulvitarsis","64","2282.015625","1486.559643","185.819955","228944.774829"
"Melissodes_hymenoxidis","21","3341.333333","1033.275923","225.479292","697736.456622"
"Anthophorula_exilis","5","1828.6","988.503566","442.072234","2930493.117812"
"Eucera_primiveris","33","927.787879","442.507398","77.030651","444014.108759"
"Anthophora_striata","12","1399.083333","2040.739191","589.110661","1221038.799088"
"Oreopasites_barbarae","3","1499","45.133136","26.057628","4884155.196354"
"Triopasites_penniger","22","1519.863636","961.414152","204.974186","666021.163139"
"Townsendiella_pulchra","23","826","393.354224","82.020026","637063.721264"
"Centris_cockerelli","56","1499.125","1166.344578","155.85935","261651.171233"
"Xylocopa_guatemalensis","31","5156","1987.834634","357.02564","472660.180292"
"Epeolus_attenboroughi","3","2241.333333","640.688172","369.901489","4884155.196354"
"Eufriesea_concava","26","11559.5","5387.587009","1056.592742","563556.36881"
"Anthophorula_sidae","8","1219.125","430.368094","152.158099","1831558.198633"
"Melecta_separata","60","3700","3958.905353","511.092483","244207.759818"
"Centris_vittata","51","11936","5807.385718","813.196656","287303.246844"
"Melissodes_saponellus","26","1320.846154","516.364731","101.267455","563556.36881"
"Hasinamelissa_isaloensis","1","2454",NA,NA,"14652465.589061"
"Eucera_angustifrons","17","1295.470588","770.916915","186.974816","861909.740533"
"Epeolus_ainsliei","15","4648.133333","2004.071708","517.44909","976831.039271"
"Holcopasites_stevensi","31","2367.419355","1210.072526","217.335442","472660.180292"
"Paranomada_velutina","25","1791.08","731.645971","146.329194","586098.623562"
"Diadasia_afflictula","11","1304.090909","224.929969","67.818937","1332042.326278"
"Eufriesea_atlantica","2","5229","3573.717672","2527","7326232.794531"
"Epeolus_lectoides","58","7764.103448","2480.085091","325.651126","252628.717053"
"Triepeolus_pectoralis","72","8838.75","3065.586168","361.282795","203506.466515"
"Ceratina_waini","1","29012",NA,NA,"14652465.589061"
"Svastra_nevadensis","4","2184.5","1096.580898","548.290449","3663116.397265"
"Svastra_helianthelli","31","1547","1168.044434","209.786973","472660.180292"
"Oxytrigona_mediorufa","7","15547.571429","6838.057664","2584.542861","2093209.369866"
"Melecta_pacifica","102","3794.627451","2713.346828","268.661369","143651.623422"
"Anthophora_salazariae","22","890.5","537.12442","114.515311","666021.163139"
"Epeolus_flavofasciatus","8","4021.625","1867.556535","660.280945","1831558.198633"
"Leiopodus_singularis","30","2433.266667","2201.103218","401.864628","488415.519635"
"Nomada_obliterata","33","8039.939394","1920.616648","334.336444","444014.108759"
"Bombus_patagiatus","59","6814.728814","3645.29644","474.577174","248346.874391"
"Bombus_bohemicus","579","10518.704663","5336.537226","221.778919","25306.503608"
"Epeolus_lectus","3","2644","625.570939","361.17355","4884155.196354"
"Epeolus_deyrupi","2","7426","1019.647978","721","7326232.794531"
"Epeolus_chamaesarachae","4","1630.5","397.017632","198.508816","3663116.397265"
"Epeolus_gibbsi","1","5527",NA,NA,"14652465.589061"
"Nomada_bluethgeni","3","8708.666667","2264.49494","1307.406763","4884155.196354"
"Epeolus_packeri","1","8115",NA,NA,"14652465.589061"
"Epeolus_splendidus","9","1533","528.972825","176.324275","1628051.732118"
"Epeolus_obscuripes","6","5948.666667","3921.62893","1600.998307","2442077.598177"
"Epeolus_floridensis","1","6846",NA,NA,"14652465.589061"
"Epeolus_howardi","5","7417","1625.289666","726.851635","2930493.117812"
"Epeolus_australis","16","5898.0625","3178.064033","794.516008","915779.099316"
"Nomada_lepida","49","8643.489796","2655.745651","379.392236","299029.909981"
"Epeolus_novomexicanus","9","1680.111111","568.334506","189.444835","1628051.732118"
"Epeolus_zonatus","11","7992","727.813712","219.444091","1332042.326278"
"Triepeolus_utahensis","19","3153.315789","1809.907366","415.221227","771182.399424"
"Bombus_lapponicus","326","10420.990798","7957.602755","440.730854","44946.213463"
"Bombus_kirbiellus","56","8106.910714","4648.016599","621.117344","261651.171233"
"Agapostemon_sericeus","233","7685.296137","2468.020843","161.685421","62886.118408"
"Eulaema_cingulata","173","13673.554913","5644.375506","429.133923","84696.332885"
"Bombus_sichelii","79","9070.632911","4994.745437","561.952766","185474.247963"
"Bombus_sylvarum","466","8465.23176","3160.890396","146.42542","31443.059204"
"Meliwillea_bivea","3","22208.333333","6048.987877","3492.384779","4884155.196354"
"Epeolus_brumleyi","8","1985.375","879.632705","310.997125","1831558.198633"
"Nomada_dentariae","8","9953.875","2285.230494","807.950989","1831558.198633"
"Epeolus_rufulus","3","2062.333333","598.393126","345.482432","4884155.196354"
"Epeolus_erigeronis","5","7360.2","934.405265","417.878738","2930493.117812"
"Eucera_chrysopyga","19","6140.526316","3089.893802","708.870254","771182.399424"
"Plebeia_emerina","16","12200.375","3328.596679","832.14917","915779.099316"
"Ceratina_dentipes","36","8928.805556","5001.930535","833.655089","407012.933029"
"Tetragonisca_angustula","243","11317.63786","5318.37635","341.174002","60298.212301"
"Melipona_fasciata","17","8517.764706","3093.41865","750.264226","861909.740533"
"Nomada_tiftonensis","23","9846.086957","1356.093786","282.765101","637063.721264"
"Anthophora_pachyodonta","25","731.36","600.049017","120.009803","586098.623562"
"Exaerete_azteca","5","5084.8","3442.243919","1539.41828","2930493.117812"
"Bombus_lapidarius","755","9309.713907","4586.023296","166.902476","19407.239191"
"Triepeolus_matildae","2","1917","128.693434","91","7326232.794531"
"Triepeolus_brittaini","1","14572",NA,NA,"14652465.589061"
"Nomada_mutabilis","21","6660.714286","2531.019382","552.31371","697736.456622"
"Halictus_farinosus","166","3720.301205","3092.014606","239.986876","88267.864994"
"Megachile_xylocopoides","187","8250.251337","1937.138974","141.657631","78355.430958"
"Agapostemon_virescens","430","7078.17907","3619.260032","174.536217","34075.50137"
"Halictus_poeyi","92","7956.913043","2247.143132","234.280867","159265.930316"
"Agapostemon_splendens","294","6480.482993","3194.424001","186.302591","49838.31833"
"Halictus_tripartitus","301","3364.395349","3256.628611","187.708953","48679.287671"
"Halictus_ligatus","893","5786.042553","3952.906379","132.278968","16408.136158"
"Anthidium_oblongatum","310","8194.845161","2903.49078","164.907195","47266.018029"
"Colletes_latitarsis","102","7855.333333","2005.124061","198.536866","143651.623422"
"Osmia_lignaria","465","6477.890323","4284.025335","198.666918","31510.678686"
"Hylaeus_modestus","375","8249.989333","3796.949416","196.073625","39073.241571"
"Lasioglossum_sisymbrii","274","2727.693431","2665.375818","161.021242","53476.151785"
"Andrena_prunorum","275","3423.381818","3482.234345","209.986632","53281.693051"
"Augochlora_pura","386","8505.396373","2558.539547","130.226234","37959.755412"
"Agapostemon_melliventris","219","1991.917808","1563.141113","105.627288","66906.235566"
"Anthidiellum_notatum","273","5711.970696","3378.070564","204.450131","53672.035125"
"Lasioglossum_coriaceum","201","8857.064677","2486.766212","175.402965","72897.838752"
"Andrena_erythronii","62","9676.064516","2060.350041","261.664717","236330.090146"
"Anthidium_illustre","40","2965.95","1776.39537","280.87277","366311.639727"
"Halictus_parallelus","240","6986.320833","2792.386694","180.247786","61051.939954"
"Megachile_mendica","357","7623.703081","2791.634411","147.748961","41043.320978"
"Colletes_inaequalis","286","8509.863636","2434.679755","143.965632","51232.397165"
"Andrena_cerasifolii","88","3030.340909","2346.696298","250.158666","166505.290785"
"Andrena_hirticincta","179","9032.318436","3397.770296","253.961276","81857.34966"
"Osmia_montana","132","3847.825758","2580.432378","224.59781","111003.52719"
"Halictus_rubicundus","1044","8339.664751","4663.740035","144.33913","14034.928725"
"Megachile_latimanus","276","8027.561594","3269.060848","196.774339","53088.643439"
"Hoplitis_hypocrita","74","3025.216216","2114.444441","245.799174","198006.291744"
"Colletes_simulans","240","6776.8625","4151.771123","267.995674","61051.939954"
"Megachile_pugnata","312","6473.394231","3395.792748","192.248907","46963.030734"
"Agapostemon_angelicus","379","2737.153034","2304.153788","118.35643","38660.859074"
"Hylaeus_verticalis","134","6196.373134","3666.185592","316.710198","109346.758127"
"Megachile_perihirta","248","4724.846774","4578.400614","290.72873","59082.522537"
"Andrena_asteris","108","8752.287037","2074.606045","199.62906","135670.977676"
"Hylaeus_leptocephalus","189","6118.936508","3451.672884","251.072258","77526.272958"
"Osmia_integra","92","3282.880435","2902.950957","302.653559","159265.930316"
"Dieunomia_heteropoda","161","5350.826087","2966.421608","233.786774","91009.103038"
"Colletes_thoracicus","120","8398.775","2032.755771","185.564365","122103.879909"
"Osmia_bucephala","260","7768.1","3864.556433","239.669616","56355.636881"
"Hoplitis_fulgida","157","4246.656051","3442.440281","274.736644","93327.8063"
"Megachile_policaris","243","3870.73251","2846.058453","182.574735","60298.212301"
"Halictus_confusus","564","7781.45922","3892.233351","163.89259","25979.548917"
"Andrena_milwaukeensis","238","8015.584034","5356.893427","347.235827","61564.981467"
"Agapostemon_texanus","469","5093.332623","3962.674614","182.979312","31241.930894"
"Megachile_montivaga","303","5181.745875","4046.514876","232.466206","48357.972241"
"Coelioxys_sayi","202","7974.69802","2518.486775","177.200111","72536.958362"
"Coelioxys_echinatus","219","6269.593607","3455.469218","233.498971","66906.235566"
"Lasioglossum_pectorale","210","7993.790476","2673.786573","184.508803","69773.645662"
"Lasioglossum_pilosum","183","8282.967213","2199.880813","162.619869","80068.117973"
"Sphecodes_ranunculi","79","9415.531646","2738.736438","308.131923","185474.247963"
"Hylaeus_hyalinatus","280","9431.482143","4267.591512","255.037373","52330.234247"
"Stelis_laticincta","43","4876.976744","3205.267662","488.798736","340755.013699"
"Agapostemon_tyleri","43","2252.581395","1089.045568","166.077892","340755.013699"
"Perdita_octomaculata","88","8453.068182","3416.146884","364.162481","166505.290785"
"Osmia_taurus","133","9192.977444","2291.401402","198.6897","110168.914203"
"Augochlorella_aurata","444","7503.927928","3284.681425","155.884082","33001.048624"
"Calliopsis_andreniformis","248","8196.58871","2673.004601","169.735962","59082.522537"
"Andrena_nubecula","185","8526.675676","3728.485154","274.12368","79202.516698"
"Lasioglossum_fuscipenne","145","8590.648276","1429.044813","118.675712","101051.486821"
"Anthidium_palliventre","29","6237.482759","5601.673549","1040.204664","505257.434106"
"Lasioglossum_coeruleum","114","8839","1723.031302","161.376667","128530.399904"
"Megachile_albitarsis","173","6812.17341","3013.412186","229.105486","84696.332885"
"Hoplitis_producta","291","6718.295533","3786.689493","221.979669","50352.115426"
"Andrena_vicina","194","8925.134021","3423.824301","245.816259","75528.173139"
"Nomada_illinoensis","33","9414.727273","2214.297762","385.459764","444014.108759"
"Kelita_tuberculata","8","793.5","1416.299504","500.737492","1831558.198633"
"Bombus_infirmus","1","14913",NA,NA,"14652465.589061"
"Bombus_honshuensis","22","18093.818182","5668.809371","1208.594219","666021.163139"
"Bombus_trinominatus","10","8319.4","1746.621513","552.330219","1465246.558906"
"Bombus_weisi","49","7101.918367","3017.830421","431.118632","299029.909981"
"Bombus_wilmattae","8","9245.25","2529.368851","894.266933","1831558.198633"
"Epicharis_lunulata","22","10270.090909","4689.442112","999.792418","666021.163139"
"Bombus_macgregori","6","8780.333333","2653.072986","1083.112511","2442077.598177"
"Centris_sericea","3","7460.333333","5472.895425","3159.777647","4884155.196354"
"Melissodes_raphaelis","6","16369.666667","4589.684288","1873.730764","2442077.598177"
"Centris_albiceps","5","6331","3618.793791","1618.373783","2930493.117812"
"Tetrapedia_maura","10","7784.8","4157.084791","1314.585637","1465246.558906"
"Centris_lutea","13","8844.153846","3160.848353","876.661601","1127112.73762"
"Xylocopa_nautlana","39","9217.615385","5252.771382","841.116584","375704.245873"
"Diadasia_angusticeps","13","3863.307692","2873.243649","796.894408","1127112.73762"
"Thyreus_nitidulus","75","8738.24","5639.944397","651.244683","195366.207854"
"Melissodes_ecuadorius","8","4738.375","7061.286243","2496.541693","1831558.198633"
"Martinapis_occidentalis","11","808.090909","717.798921","216.424518","1332042.326278"
"Xylocopa_nobilis","1","16103",NA,NA,"14652465.589061"
"Hopliphora_velutina","4","9032.25","1462.109065","731.054533","3663116.397265"
"Nomada_ovata","45","8960.311111","2347.644998","349.966254","325610.346424"
"Bombus_exil","3","4418","1001.125866","578.000288","4884155.196354"
"Epeolus_glabratus","10","7451.7","506.287808","160.102262","1465246.558906"
"Biastes_cressoni","14","2181.142857","1740.909128","465.277536","1046604.684933"
"Exomalopsis_binotata","6","4667.166667","2047.885877","836.045908","2442077.598177"
