"species","n_awi_pm_sr_yr","mean_awi_pm_sr_yr","sd_awi_pm_sr_yr","se_awi_pm_sr_yr","within_sp_var_awi_pm_sr_yr"
"Nanorhathymus_acutiventris","11","12301.272727","6453.421234","1945.779713","1332042.326278"
"Trigona_pallens","95","14747.547368","4846.847053","497.276015","154236.479885"
"Eucera_nigrifacies","20","6031.5","2868.893506","641.50409","732623.279453"
"Bombus_brevivillus","31","8374.548387","4242.736678","762.018002","472660.180292"
"Geotrigona_mombuca","23","9015.73913","2302.931456","480.194403","637063.721264"
"Schwarziana_quadripunctata","40","11636.9","3059.151917","483.694388","366311.639727"
"Trigona_chanchamayoensis","65","15330.630769","6732.180246","835.02419","225422.547524"
"Scaptotrigona_tricolorata","8","19209","5702.455862","2016.122605","1831558.198633"
"Tetragonula_geissleri","2","14277","1794.637011","1269","7326232.794531"
"Caenoprosopis_crabronina","15","5342.333333","3734.719184","964.300347","976831.039271"
"Ceratina_cognata","13","9138.769231","4605.329705","1277.288646","1127112.73762"
"Hypotrigona_gribodoi","56","4415.25","3381.882844","451.923104","261651.171233"
"Scaura_latitarsis","41","13691.95122","4912.411683","767.189812","357377.209489"
"Friesella_schrottkyi","16","9322.1875","1978.327382","494.581846","915779.099316"
"Leptometriella_separata","21","4311.761905","3205.266602","699.446516","697736.456622"
"Trigona_williana","99","16597.212121","4839.85626","486.423856","148004.70292"
"Thygater_analis","71","9989.028169","5207.908664","618.065048","206372.754776"
"Trigona_cilipes","56","15446.910714","5345.409433","714.310382","261651.171233"
"Tetragonula_fuscobalteata","8","10682.875","4431.9047","1566.914933","1831558.198633"
"Anthophora_pubescens","40","7354.15","3645.890251","576.465865","366311.639727"
"Paratetrapedia_volatilis","10","11559.8","2228.240452","704.6315","1465246.558906"
"Mesonychium_garleppi","17","1731.470588","2062.103693","500.133608","861909.740533"
"Centris_muralis","12","1242.416667","511.650353","147.700735","1221038.799088"
"Partamona_cupira","40","10563.675","3214.616031","508.275423","366311.639727"
"Frieseomelitta_varia","23","10800.26087","4127.395769","860.62151","637063.721264"
"Bombus_persicus","5","6805.8","3991.298623","1784.963008","2930493.117812"
"Centris_nigerrima","27","3883.62963","3589.613919","690.821521","542683.910706"
"Trigona_crassipes","27","19038.518519","6508.092397","1252.482966","542683.910706"
"Ptilothrix_tricolor","17","3718.411765","1954.283534","473.983378","861909.740533"
"Bombus_transversalis","79","17524.721519","5941.263741","668.444395","185474.247963"
"Trigona_hypogea","38","16172.578947","7265.271371","1178.582647","385591.199712"
"Cephalotrigona_capitata","26","13337.269231","5910.811955","1159.205596","563556.36881"
"Hypotrigona_araujoi","13","4807.153846","2978.104566","825.977594","1127112.73762"
"Apis_koschevnikovi","14","17841.285714","4309.201504","1151.682546","1046604.684933"
"Hopliphora_funereus","6","11332.333333","1793.898288","732.355909","2442077.598177"
"Tetragona_goettei","54","17373.462963","5865.373667","798.176257","271341.955353"
"Melipona_fulva","15","16450.133333","3558.084655","918.693508","976831.039271"
"Melipona_fuliginosa","39","15142.461538","7392.937671","1183.81746","375704.245873"
"Euglossa_nigropilosa","8","12293.5","4188.330046","1480.798289","1831558.198633"
"Scaptotrigona_polysticta","25","12079.92","4587.585039","917.517008","586098.623562"
"Trigona_recursa","92","13453.858696","5864.912093","611.459354","159265.930316"
"Chalepogenus_cocuccii","6","2766.166667","1899.790032","775.586033","2442077.598177"
"Anthophora_paranensis","34","4953.941176","4401.884149","754.916904","430954.870267"
"Exomalopsis_trifasciata","5","5473.2","2928.240205","1309.548831","2930493.117812"
"Melipona_bicolor","19","13595.894737","3191.147145","732.099364","771182.399424"
"Partamona_brevipilosa","2","16252.5","6135.56554","4338.5","7326232.794531"
"Partamona_musarum","20","15369.65","4838.606719","1081.945354","732623.279453"
"Partamona_ailyae","61","14712.393443","4254.897184","544.78376","240204.353919"
"Nogueirapis_butteli","12","21579.583333","2709.936143","782.291181","1221038.799088"
"Melipona_illustris","16","19446.9375","3836.507048","959.126762","915779.099316"
"Xylocopa_macrops","14","7559.214286","3782.429727","1010.896866","1046604.684933"
"Epeolus_subrufescens","1","117",NA,NA,"14652465.589061"
"Trigona_amazonensis","54","17954.388889","7673.487904","1044.22944","271341.955353"
"Melipona_marginata","26","11273.230769","3289.774014","645.177765","563556.36881"
"Rhogepeolus_bigibbosus","4","2550.5","1644.019971","822.009985","3663116.397265"
"Pasites_appletoni","22","2120.363636","1492.304723","318.160436","666021.163139"
"Melipona_fasciculata","25","12667.88","3815.850575","763.170115","586098.623562"
"Bombus_portchinsky","2","5763.5","5701.401977","4031.5","7326232.794531"
"Canephorula_apiformis","14","1806.928571","1060.216775","283.354852","1046604.684933"
"Euglossa_villosiventris","9","17816.111111","3434.455504","1144.818501","1628051.732118"
"Euglossa_championi","13","16191.769231","5959.717865","1652.928335","1127112.73762"
"Euglossa_cognata","46","17507.26087","4322.075532","637.255271","318531.860632"
"Ceratina_binghami","9","6947.444444","4601.875572","1533.958524","1628051.732118"
"Exomalopsis_solitaria","16","2505.25","1981.282733","495.320683","915779.099316"
"Euglossa_cybelia","21","18084.761905","7146.817004","1559.563329","697736.456622"
"Scaura_timida","23","12702.826087","5213.680184","1087.127469","637063.721264"
"Scaptotrigona_subobscuripennis","7","20258","3550.949216","1342.132649","2093209.369866"
"Euglossa_cordata","38","12567.236842","4711.396875","764.289497","385591.199712"
"Tapinotaspis_chalybaea","6","4940.333333","2001.514094","817.114707","2442077.598177"
"Trigonisca_buyssoni","2","16194.5","1151.876947","814.5","7326232.794531"
"Partamona_testacea","69","17596.753623","6326.96889","761.677547","212354.573755"
"Euglossa_despecta","19","16422.894737","6531.013031","1498.317147","771182.399424"
"Euglossa_iopyrrha","22","17399.045455","4989.760119","1063.820432","666021.163139"
"Oxytrigona_obscura","40","15283.7","5388.819214","852.047131","366311.639727"
"Euglossa_chalybeata","52","16746.942308","4036.07064","559.702294","281778.184405"
"Ancyloscelis_ursinus","3","9318","1348.587038","778.607089","4884155.196354"
"Melipona_rufiventris","33","11921.030303","3290.938321","572.878829","444014.108759"
"Centris_aenea","24","8087.25","3942.29074","804.716728","610519.399544"
"Melipona_nebulosa","20","16804.9","4188.964398","936.680915","732623.279453"
"Ammobates_punctatus","32","6675.875","2281.652355","403.342963","457889.549658"
"Euglossa_oleolucens","6","18825.333333","4897.324562","1999.32438","2442077.598177"
"Hypotrigona_ruspolii","24","3234.583333","2800.468034","571.643144","610519.399544"
"Paratrigona_impunctata","33","18931.151515","6919.968985","1204.61198","444014.108759"
"Geotrigona_fulvohirta","28","18217.5","9344.790454","1765.9994","523302.342466"
"Euglossa_bidentata","31","18569.064516","3773.177988","677.682772","472660.180292"
"Euglossa_purpurea","11","18204.363636","3895.412052","1174.510925","1332042.326278"
"Euglossa_annectans","8","10359.625","2148.861555","759.737289","1831558.198633"
"Euglossa_viridifrons","8","19240.625","3645.81141","1288.988985","1831558.198633"
"Euglossa_dodsoni","14","18425","5232.059059","1398.326602","1046604.684933"
"Euglossa_prasina","16","18221.25","4601.017967","1150.254492","915779.099316"
"Eufriesea_violacea","27","11853.888889","2894.867917","557.11759","542683.910706"
"Braunsapis_picitarsis","5","6159.4","3729.89843","1668.061288","2930493.117812"
"Ceratina_bispinosa","10","3353.1","1384.711799","437.884319","1465246.558906"
"Leiopodus_abnormis","16","3588","1878.331281","469.58282","915779.099316"
"Triepeolus_tristis","20","6835.6","2624.443989","586.843516","732623.279453"
"Eucera_collaris","5","3217.4","2237.111039","1000.466471","2930493.117812"
"Osirinus_lemniscatus","4","2694.25","1181.916628","590.958314","3663116.397265"
"Nomada_minuscula","11","8986.272727","2256.528621","680.368979","1332042.326278"
"Mesoplia_rufipes","7","13058.285714","4100.74931","1549.937552","2093209.369866"
"Centris_moerens","3","8776.666667","1763.066174","1017.90673","4884155.196354"
"Alloscirtetica_tristrigata","18","5691.333333","6239.928902","1470.765347","814025.866059"
"Diadasia_chilensis","35","3654.714286","4087.296673","690.879235","418641.873973"
"Meliponula_bocandei","34","9353.705882","4330.118765","742.609242","430954.870267"
"Thyreus_takaonis","8","7607.5","3768.002009","1332.189886","1831558.198633"
"Centris_cineraria","31","3693.516129","3283.612765","589.754262","472660.180292"
"Liotrigona_bottegoi","44","3209.295455","2768.916013","417.429795","333010.58157"
"Centris_similis","22","13511.454545","5727.361819","1221.077643","666021.163139"
"Parepeolus_aterrimus","11","3426.727273","4652.325012","1402.72877","1332042.326278"
"Chalepogenus_herbsti","8","3420.25","2928.16987","1035.264386","1831558.198633"
"Tetraloniella_fulvescens","16","7657.125","2467.574541","616.893635","915779.099316"
"Bombus_haematurus","58","7010.017241","3867.002019","507.762241","252628.717053"
"Melipona_melanoventer","25","13998.84","3123.609393","624.721879","586098.623562"
"Tetragonula_laeviceps","30","8809.833333","4062.27756","741.667018","488415.519635"
"Ceratina_moderata","1","14517",NA,NA,"14652465.589061"
"Melipona_flavolineata","17","13841.823529","3077.802752","746.476814","861909.740533"
"Euglossa_occidentalis","5","23541","5166.491314","2310.525157","2930493.117812"
"Euglossa_orellana","33","19208.272727","4581.808126","797.590419","444014.108759"
"Euglossa_maculilabris","10","18519.1","5884.773241","1860.928696","1465246.558906"
"Nomada_rufipes","220","10460.677273","4149.144026","279.735233","66602.116314"
"Euglossa_dissimula","5","14652.4","907.472754","405.834153","2930493.117812"
"Paratrigona_subnuda","31","10944.032258","3308.783004","594.274971","472660.180292"
"Paratetrapedia_connexa","23","14766.130435","5733.871018","1195.594756","637063.721264"
"Tetragona_perangulata","10","14970.9","2955.396738","934.578508","1465246.558906"
"Heterotrigona_erythrogastra","2","13906.5","1270.670886","898.5","7326232.794531"
"Lepidotrigona_terminata","41","11751.634146","5343.136026","834.457653","357377.209489"
"Frieseomelitta_trichocerata","27","15591.259259","4734.275589","911.111762","542683.910706"
"Euglossa_perviridis","2","22133","5082.683543","3594","7326232.794531"
"Bombus_niveatus","25","4983.68","1649.733557","329.946711","586098.623562"
"Ceratina_moerenhouti","44","3362.909091","1528.979456","230.502326","333010.58157"
"Centris_plumipes","4","14324.5","3850.645357","1925.322678","3663116.397265"
"Euglossa_hansoni","18","18494.111111","6529.926636","1539.118468","814025.866059"
"Euglossa_iopoecila","6","15158.5","3567.752276","1456.528767","2442077.598177"
"Scaptotrigona_bipunctata","36","11613.916667","2860.852594","476.808766","407012.933029"
"Centris_mixta","10","107.2","122.281824","38.668908","1465246.558906"
"Scaptotrigona_depilis","22","9981.090909","3760.551655","801.752307","666021.163139"
"Eufriesea_surinamensis","55","13912.763636","5045.628008","680.352342","266408.465256"
"Trigona_dallatorreana","69","17439.768116","7248.765118","872.648773","212354.573755"
"Epicharis_zonata","4","18928","5909.889734","2954.944867","3663116.397265"
"Ceratina_bryanti","20","9398.85","4173.132097","933.140705","732623.279453"
"Dactylurina_staudingeri","16","10519.0625","3249.609914","812.402479","915779.099316"
"Ptilotrigona_pereneae","20","24003.75","8993.318941","2010.96725","732623.279453"
"Mesoplia_regalis","2","12301.5","4305.573191","3044.5","7326232.794531"
"Frieseomelitta_silvestrii","7","12300.428571","4669.545226","1764.922201","2093209.369866"
"Ceratina_accusator","2","12027.5","7306.53437","5166.5","7326232.794531"
"Nannotrigona_melanocera","34","15879.911765","8213.142105","1408.542251","430954.870267"
"Epicharis_affinis","11","11725.727273","3051.634811","920.102515","1332042.326278"
"Eufriesea_chrysopyga","15","16408.666667","6756.710703","1744.575202","976831.039271"
"Eulaema_bombiformis","79","17476.987342","5085.878649","572.206053","185474.247963"
"Paratrigona_pacifica","12","17669.416667","7107.120878","2051.649076","1221038.799088"
"Euglossa_erythrochlora","8","19015.875","3257.944156","1151.857203","1831558.198633"
"Melipona_titania","9","21335.222222","8959.504364","2986.501455","1628051.732118"
"Euglossa_augaspis","54","16881.166667","4450.088855","605.580389","271341.955353"
"Melitoma_nudipes","4","4092.75","3597.345167","1798.672584","3663116.397265"
"Epicharis_umbraculata","5","14418.4","3220.229076","1440.130223","2930493.117812"
"Melipona_favosa","34","8262.176471","4494.327236","770.770762","430954.870267"
"Chalepogenus_rozeni","12","2671.5","2797.540202","807.580294","1221038.799088"
"Melipona_variegatipes","2","8931","1360.473447","962","7326232.794531"
"Centris_dorsata","4","11293.5","1230.991064","615.495532","3663116.397265"
"Ancyla_holtzi","3","4128.666667","2012.701004","1162.033466","4884155.196354"
"Homotrigona_fimbriata","11","7927.909091","2126.661866","641.212679","1332042.326278"
"Eucera_decipiens","2","5560","2329.209737","1647","7326232.794531"
"Anthophora_parkeri","11","567.272727","401.925638","121.18514","1332042.326278"
"Melissodes_rufipes","11","2477.181818","886.828599","267.388883","1332042.326278"
"Eucera_alborufa","4","2456.25","2207.525368","1103.762684","3663116.397265"
"Eufriesea_magrettii","6","14174.333333","5383.926696","2197.97887","2442077.598177"
"Nannotrigona_schultzei","17","19020.176471","6464.956566","1567.982282","861909.740533"
"Melipona_tumupasae","3","15833","2737.56662","1580.534825","4884155.196354"
"Frieseomelitta_flavicornis","11","14691.454545","6934.553257","2090.846477","1332042.326278"
"Euglossa_bursigera","14","15883.214286","6253.028881","1671.192264","1046604.684933"
"Partamona_vicina","62","15641.790323","4828.126413","613.172668","236330.090146"
"Epiclopus_gayi","17","4687.529412","5823.875086","1412.497184","861909.740533"
"Ceratina_citriphila","5","56.6","46.505914","20.798077","2930493.117812"
"Melipona_seminigra","59","15537.525424","3872.791007","504.194444","248346.874391"
"Pasites_maculatus","35","5041.342857","3074.121883","519.621438","418641.873973"
"Biastes_emarginatus","19","8255.947368","2515.44616","577.082927","771182.399424"
"Trigonisca_longicornis","18","15881.944444","5004.900721","1179.666413","814025.866059"
"Svastrides_zebra","17","1556.470588","1264.232925","306.621523","861909.740533"
"Tetragona_dorsalis","5","15278.6","7523.372601","3364.554511","2930493.117812"
"Ceratina_nigrolateralis","32","11474.34375","5672.228177","1002.717752","457889.549658"
"Tetragonula_hirashimai","1","7139",NA,NA,"14652465.589061"
"Nomada_sexfasciata","80","8161.875","2934.730615","328.112858","183155.819863"
"Xylocopa_hirsutissima","6","10708.5","1953.829343","797.647489","2442077.598177"
"Melipona_triplaridis","4","13030","1124.998963","562.499482","3663116.397265"
"Mourella_caerulea","15","10747.8","1533.543898","395.959332","976831.039271"
"Centris_longimana","47","16193.638298","6843.312522","998.199723","311754.587001"
"Arhysoceble_picta","10","5771.7","3321.025145","1050.200362","1465246.558906"
"Euglossa_crassipunctata","39","16819.589744","3712.499107","594.475628","375704.245873"
"Euglossa_macrorhyncha","38","17316.921053","8309.928661","1348.048437","385591.199712"
"Centris_tarsata","53","8438.603774","4419.78107","607.10362","276461.614888"
"Euglossa_cyanura","12","16543.5","3668.924452","1059.12726","1221038.799088"
"Euglossa_intersecta","44","19824.840909","6819.853442","1028.131591","333010.58157"
"Euglossa_decorata","12","19831.583333","5085.031375","1467.922117","1221038.799088"
"Ceratina_mandibularis","4","3697","1719.992636","859.996318","3663116.397265"
"Euglossa_lugubris","1","27357",NA,NA,"14652465.589061"
"Eufriesea_rufocauda","10","16124.6","6124.918452","1936.869279","1465246.558906"
"Chalepogenus_caeruleus","19","8673.368421","5902.828561","1354.201746","771182.399424"
"Anthophora_arequipensis","12","4352","6490.38437","1873.612582","1221038.799088"
"Ctenoplectra_antinorii","1","10412",NA,NA,"14652465.589061"
"Euglossa_flammea","11","19437","4587.370445","1383.144231","1332042.326278"
"Eucera_hungarica","8","6203.375","1085.12171","383.64846","1831558.198633"
"Eulaema_flavescens","26","10926.538462","4596.82019","901.51061","563556.36881"
"Euglossa_gorgonensis","8","19957.5","2229.489628","788.243617","1831558.198633"
"Euglossa_melanotricha","6","9391.5","2636.477859","1076.337579","2442077.598177"
"Euglossa_hyacinthina","1","28748",NA,NA,"14652465.589061"
"Euglossa_turbinifex","5","22505.2","3032.054947","1355.976195","2930493.117812"
"Braunsapis_bouyssoui","28","5270.535714","3043.026679","575.077988","523302.342466"
"Macrogalea_candida","25","4352.6","2832.782613","566.556523","586098.623562"
"Centris_analis","90","9782.955556","5280.480877","556.611557","162805.173212"
"Isepeolus_luctuosus","38","5737.868421","6375.416964","1034.2292","385591.199712"
"Nomada_atroscutellaris","21","10301.428571","3191.816999","696.511572","697736.456622"
"Ptilothrix_relata","17","8028.882353","2619.712648","635.373644","861909.740533"
"Nomada_mutica","25","7875.16","2618.569993","523.713999","586098.623562"
"Bombus_festivus","18","10477.5","3755.074641","885.079581","814025.866059"
"Bombus_cornutus","3","15075.666667","1629.102309","940.562657","4884155.196354"
"Kelita_chilensis","8","7485.875","4933.118586","1744.120802","1831558.198633"
"Epeolus_amabilis","35","2205.314286","1652.315448","279.292286","418641.873973"
"Ceratina_nigrolabiata","8","6279.875","3488.497812","1233.37023","1831558.198633"
"Nomada_femoralis","54","7372.277778","3561.600708","484.672467","271341.955353"
"Ceratina_chalybea","56","7609.875","3446.046599","460.497347","261651.171233"
"Chilimalopsis_parvula","3","769.333333","251.064401","144.9521","4884155.196354"
"Melectoides_niveiventris","1","3273",NA,NA,"14652465.589061"
"Epiclopus_lendlianus","8","4767.875","2658.41217","939.890636","1831558.198633"
"Epeolus_tarsalis","5","9191","1150.93071","514.711861","2930493.117812"
"Mirnapis_inca","2","360","42.426407","30","7326232.794531"
"Melectoides_rozeni","3","358.333333","153.298184","88.506748","4884155.196354"
"Epeolus_flavociliatus","7","521.571429","399.661047","151.057677","2093209.369866"
"Epeolus_variolosus","8","4960.125","2046.969847","723.71313","1831558.198633"
"Bombus_melanurus","34","3583.852941","1301.432035","223.193753","430954.870267"
"Nomada_opaca","68","9428.529412","1773.202335","215.032368","215477.435133"
"Ceratina_chalcites","30","5455.6","2756.996424","503.356377","488415.519635"
"Oxytrigona_tataira","48","10087.541667","3479.566193","502.23212","305259.699772"
"Bombus_margreiteri","1","23399",NA,NA,"14652465.589061"
"Eufriesea_auriceps","8","12267.125","6353.621002","2246.344248","1831558.198633"
"Trigona_muzoensis","25","14264.16","5051.835802","1010.36716","586098.623562"
"Epeolus_inornatus","7","9228.285714","2311.466469","873.652206","2093209.369866"
"Nomada_nobilis","16","5569.625","1862.47498","465.618745","915779.099316"
"Bombus_mucidus","28","15495.5","4983.439259","941.781497","523302.342466"
"Nomada_melathoracica","21","9337.047619","3024.376555","659.973071","697736.456622"
"Euglossa_milenae","4","19841.75","3765.630658","1882.815329","3663116.397265"
"Eufriesea_macroglossa","4","19945.75","4634.747485","2317.373742","3663116.397265"
"Nogueirapis_mirandula","9","15482.555556","7162.428675","2387.476225","1628051.732118"
"Eufriesea_schmidtiana","11","16773.181818","4467.985761","1347.148394","1332042.326278"
"Exaerete_dentata","17","11302.823529","6491.608008","1574.446206","861909.740533"
"Eufriesea_mussitans","15","12603.733333","4075.268273","1052.229744","976831.039271"
"Euglossa_villosa","2","16154","4227.084338","2989","7326232.794531"
"Scaura_argyrea","22","13950.272727","5795.681736","1235.643498","666021.163139"
"Eufriesea_lucifera","8","17662.375","4730.835623","1672.602975","1831558.198633"
"Scaptotrigona_luteipennis","11","14734.181818","4539.296043","1368.649253","1332042.326278"
"Bombus_zonatus","31","4142.709677","1825.3527","327.843023","472660.180292"
"Nomada_calloptera","9","13642.333333","3123.148371","1041.049457","1628051.732118"
"Nomada_harimensis","6","12844.5","3135.289444","1279.976556","2442077.598177"
"Nomada_aswensis","2","15345","4956.818536","3505","7326232.794531"
"Nomada_comparata","6","16175.666667","4096.551119","1672.409991","2442077.598177"
"Nomada_ginran","7","14773.142857","3369.476934","1273.542574","2093209.369866"
"Nomada_okubira","2","11963.5","94.045202","66.5","7326232.794531"
"Ceratina_flavipes","24","12208.875","2986.680887","609.653683","610519.399544"
"Ceratina_iwatai","7","12610.714286","4774.219123","1804.485215","2093209.369866"
"Ceratina_japonica","34","12497.264706","3291.54805","564.495834","430954.870267"
"Thyreus_decorus","27","12619.333333","5439.534009","1046.838808","542683.910706"
"Alloscirtetica_chilena","7","151","155.321173","58.705885","2093209.369866"
"Epeolus_friesei","5","1043.4","426.571565","190.768603","2930493.117812"
"Thyreus_novaehollandiae","9","5907.888889","2698.235879","899.41196","1628051.732118"
"Alloscirtetica_vagabunda","2","681","224.859956","159","7326232.794531"
"Nomada_posthuma","10","11484.2","3128.460708","989.306141","1465246.558906"
"Nomada_emarginata","24","8908","4047.730497","826.239528","610519.399544"
"Scaptotrigona_xanthotricha","21","12921.52381","4833.796796","1054.820939","697736.456622"
"Ceratina_unimaculata","26","11397.230769","4997.413101","980.073343","563556.36881"
"Xylocopa_tranquebarica","34","10518.411765","5001.624591","857.771541","430954.870267"
"Xylocopa_cantabrita","42","4997.428571","3129.660974","482.917173","348868.228311"
"Bombus_rufipes","4","21226.75","8626.129197","4313.064598","3663116.397265"
"Bombus_formosellus","2","44743","15399.371481","10889","7326232.794531"
"Amegilla_calceifera","10","12094.7","5093.395572","1610.673103","1465246.558906"
"Apis_laboriosa","25","11790.76","3808.67765","761.73553","586098.623562"
"Bombus_sonani","2","32830.5","4790.648443","3387.5","7326232.794531"
"Ceratina_cyaniventris","2","6433","3116.926691","2204","7326232.794531"
"Bombus_fragrans","30","4898.366667","1511.534034","275.967096","488415.519635"
"Bombus_rufofasciatus","6","6242.166667","2125.141634","867.585439","2442077.598177"
"Biastes_brevicornis","23","6187.217391","1750.354716","364.974188","637063.721264"
"Xylocopa_ruficornis","35","10726.4","6565.859964","1109.832897","418641.873973"
"Melectoides_triseriatus","14","3819","4405.673877","1177.465872","1046604.684933"
"Tetragonula_atripes","5","14977.8","5638.995008","2521.835233","2930493.117812"
"Bombus_ladakhensis","3","9271.333333","3553.105168","2051.386225","4884155.196354"
"Xylocopa_lugubris","54","2958.055556","1853.076956","252.171833","271341.955353"
"Acanthopus_palmatus","19","12346.526316","4115.782893","944.225353","771182.399424"
"Isepeolus_septemnotatus","13","7659.384615","6405.753085","1776.636247","1127112.73762"
"Anthophora_incerta","6","2525.833333","1547.513285","631.769653","2442077.598177"
"Xylocopa_inconstans","58","3328.413793","1804.606961","236.956503","252628.717053"
"Triepeolus_paenepectoralis","15","4826.066667","3263.85669","842.724174","976831.039271"
"Eucera_elongatula","8","3330.75","1570.336884","555.19793","1831558.198633"
"Xylocopa_watmoughi","17","1999.705882","1393.181062","337.89604","861909.740533"
"Eufriesea_mariana","17","6678.352941","6770.158842","1642.004706","861909.740533"
"Plebeia_flavocincta","11","6458.818182","4162.018208","1254.895706","1332042.326278"
"Nomada_rhenana","31","8247.774194","2427.505616","435.992879","472660.180292"
"Nomada_symphyti","7","7447.428571","1372.251539","518.66233","2093209.369866"
"Amegilla_nubica","51","1798","1429.063568","200.108925","287303.246844"
"Thalestria_spinosa","30","11283.933333","5604.599232","1023.255142","488415.519635"
"Triepeolus_robustus","6","1922.666667","839.751789","342.827232","2442077.598177"
"Braunsapis_puangensis","15","10269","5275.332352","1362.084956","976831.039271"
"Homotrigona_melanoleuca","10","10780.4","4106.696461","1298.651448","1465246.558906"
"Centris_testacea","6","6763","3407.139974","1390.95907","2442077.598177"
"Euglossa_jamaicensis","1","9176",NA,NA,"14652465.589061"
"Bombus_longipes","4","3940.75","978.406315","489.203158","3663116.397265"
"Ctenoplectra_cornuta","2","29220.5","16590.846407","11731.5","7326232.794531"
"Ctenioschelus_goryi","15","10332.266667","5358.722922","1383.616309","976831.039271"
"Bombus_coreanus","7","6421.285714","4009.154263","1515.317878","2093209.369866"
"Ceratina_chrysomalla","2","2885","1210.566809","856","7326232.794531"
"Triepeolus_bilineatus","12","5559.916667","3819.394323","1102.56417","1221038.799088"
"Diadasia_baeri","7","3639.571429","2293.755426","866.958061","2093209.369866"
"Leurotrigona_muelleri","43","10766.813953","3357.968669","512.085421","340755.013699"
"Bombus_flavescens","16","16355.75","7809.841368","1952.460342","915779.099316"
"Xylocopa_amamensis","2","16418","4.242641","3","7326232.794531"
"Eucera_cineraria","8","7858.125","4792.263659","1694.321065","1831558.198633"
"Nomada_castellana","24","10675.083333","3494.757924","713.364474","610519.399544"
"Nomada_kohli","16","7279.8125","3320.15723","830.039307","915779.099316"
"Nomada_pleurosticta","10","8505.9","2030.721571","642.170546","1465246.558906"
"Eucera_proxima","9","3967","1763.742682","587.914227","1628051.732118"
"Bombus_czerskii","2","5017","2220.315293","1570","7326232.794531"
"Lepidotrigona_ventralis","3","24503.333333","4049.880286","2338.199473","4884155.196354"
"Euglossa_crininota","7","11958.142857","3114.980387","1177.35192","2093209.369866"
"Eufriesea_pallida","3","11313.666667","4680.782662","2702.45113","4884155.196354"
"Centris_agilis","8","9614.125","6187.146387","2187.486583","1831558.198633"
"Melissodes_floris","5","7043.2","3475.14499","1554.132086","2930493.117812"
"Centris_gelida","3","9163","2664.958349","1538.61442","4884155.196354"
"Bombus_digressus","3","18818.666667","3543.610635","2045.904554","4884155.196354"
"Bombus_atripes","3","10760.666667","2739.509506","1581.656551","4884155.196354"
"Bombus_sibiricus","14","2744.285714","902.894698","241.308758","1046604.684933"
"Xylocopa_cubaecola","11","6707.090909","2725.480965","821.76343","1332042.326278"
"Centris_haemorrhoidalis","3","7745.666667","4213.686786","2432.7732","4884155.196354"
"Bombus_ussurensis","17","12072.411765","5175.983712","1255.360445","861909.740533"
"Meliplebeia_beccarii","25","3893.04","3837.045733","767.409147","586098.623562"
"Alloscirtetica_rufitarsis","16","3458.75","3834.052069","958.513017","915779.099316"
"Epeolus_interruptus","29","4890.068966","2672.092585","496.195136","505257.434106"
"Eulaema_leucopyga","5","21821.6","3346.445099","1496.575745","2930493.117812"
"Hopliphora_superba","3","12313","2261.289676","1305.556203","4884155.196354"
"Lepidotrigona_arcifera","4","16118.5","4304.867207","2152.433604","3663116.397265"
"Ceratina_satoi","5","12120.4","5373.358568","2403.039005","2930493.117812"
"Melipona_scutellaris","17","7941.294118","2438.330724","591.382066","861909.740533"
"Xylocopa_smithii","1","21266",NA,NA,"14652465.589061"
"Parepeolus_stuardi","8","12341.625","5882.960891","2079.94077","1831558.198633"
"Bombus_baeri","14","3842.857143","2098.729427","560.909033","1046604.684933"
"Bombus_mlokosievitzii","1","8981",NA,NA,"14652465.589061"
"Eucera_oraniensis","5","2706.2","1472.295894","658.43074","2930493.117812"
"Tetragonula_melanocephala","4","18363.25","5952.896627","2976.448314","3663116.397265"
"Amegilla_dulcifera","5","11802.4","6705.732943","2998.89494","2930493.117812"
"Bombus_tunicatus","4","5686.25","3620.907563","1810.453782","3663116.397265"
"Plebeia_tobagoensis","1","11765",NA,NA,"14652465.589061"
"Thyreus_delumbatus","71","2514.43662","1918.158363","227.643516","206372.754776"
"Bombus_semenovianus","1","3727",NA,NA,"14652465.589061"
"Ammobates_oraniensis","4","2673","1354.810442","677.405221","3663116.397265"
"Allodapula_variegata","36","4087.166667","2074.426261","345.73771","407012.933029"
"Eufriesea_flaviventris","3","14482","3698.058409","2135.075018","4884155.196354"
"Xylocopa_ornata","10","15137.6","4267.528876","1349.511123","1465246.558906"
"Euglossa_viridis","11","14219.090909","3574.983146","1077.897975","1332042.326278"
"Bombus_turkestanicus","1","3862",NA,NA,"14652465.589061"
"Centris_difformis","9","16748","6062.556062","2020.852021","1628051.732118"
"Xylocopa_bimaculata","8","14634.25","4165.530244","1472.737341","1831558.198633"
"Nomada_cubensis","3","6067.333333","2107.277944","1216.637488","4884155.196354"
"Tetragonula_melina","9","21346","4915.653492","1638.551164","1628051.732118"
"Melipona_compressipes","31","15223.709677","5979.491869","1073.948443","472660.180292"
"Ceratina_bilobata","15","1092.933333","944.578172","243.889035","976831.039271"
"Ceratina_nasalis","36","3712.833333","2260.532864","376.755477","407012.933029"
"Eufriesea_corusca","2","19152","3729.281164","2637","7326232.794531"
"Ceratina_lineola","21","4772.047619","2483.877382","542.026482","697736.456622"
"Braunsapis_vitrea","13","3145.769231","1720.986014","477.31564","1127112.73762"
