"species","n_alt","mean_alt","sd_alt","se_alt","within_sp_var_alt"
"Xylocopa_waterhousei","6","98.833333","104.32721","42.591405","43544.085377"
"Xylocopa_bombylans","170","274.652941","303.508951","23.278074","1536.850072"
"Diadasia_opuntiae","28","557.071429","509.407857","96.269036","9330.875438"
"Bombus_volucelloides","39","1381.179487","594.562859","95.206253","6699.090058"
"Bombus_medius","197","844.878173","699.402825","49.830388","1326.215798"
"Bombus_dahlbomii","296","585.949324","639.962457","37.197062","882.650379"
"Bombus_lemniscatus","5","3712","1169.243987","522.901807","52252.902452"
"Bombus_campestris","2089","220.536142","318.164749","6.96118","125.066784"
"Bombus_robustus","46","2763.608696","606.354443","89.402085","5679.66331"
"Bombus_tucumanus","36","1791.472222","1204.358881","200.72648","7257.347563"
"Bombus_opifex","162","2221.679012","1137.70185","89.386299","1612.743903"
"Bombus_rubicundus","114","3133.894737","813.180627","76.161344","2291.793967"
"Bombus_ardens","325","268.787692","290.776952","16.129403","803.890807"
"Bombus_pomorum","175","455","488.201202","36.904542","1492.94007"
"Bombus_diversus","298","354.802013","363.58699","21.062029","876.726551"
"Bombus_rupestris","2119","252.436527","448.797597","9.749561","123.296136"
"Bombus_lucorum","4516","256.442427","374.218225","5.568625","57.853081"
"Bombus_funebris","146","3323.856164","809.16276","66.966787","1789.482961"
"Bombus_keriensis","4","2225","146.230412","73.115206","65316.128065"
"Bombus_confusus","198","299.484848","321.614704","22.856162","1319.517739"
"Bombus_soroeensis","2196","296.434882","432.079914","9.220361","118.972911"
"Bombus_excellens","26","1692.307692","713.550658","139.938797","10048.635087"
"Xylocopa_iris","198","374.020202","449.41461","31.938506","1319.517739"
"Xylocopa_violacea","2946","344.424644","402.464985","7.41501","88.684492"
"Bombus_pratorum","4609","264.187242","361.15823","5.319786","56.685726"
"Nomada_signata","297","228.824916","309.720334","17.971797","879.678492"
"Nomada_flava","704","213.37358","295.854071","11.15042","371.114364"
"Nomada_marshamella","1351","165.848261","279.990695","7.617561","193.386019"
"Epeolus_cruciger","626","118.746006","221.953013","8.871027","417.355451"
"Bombus_barbutellus","845","281.143195","443.94808","15.272278","309.188772"
"Nomada_fucata","636","156.163522","192.771004","7.643868","410.793258"
"Melecta_albifrons","686","227.244898","308.964777","11.79633","380.852059"
"Nomada_goodeniana","1255","160.482869","259.895396","7.336294","208.178894"
"Nomada_flavoguttata","1569","209.312301","333.854859","8.428421","166.516579"
"Anthophora_quadrimaculata","743","265.427995","455.928368","16.72639","351.634606"
"Nomada_baccata","83","150.578313","296.901072","32.589126","3147.765208"
"Bombus_ruderatus","828","265.111111","339.190026","11.787668","315.536851"
"Bombus_sylvestris","2184","232.752289","347.40361","7.433751","119.626608"
"Nomada_fulvicornis","615","186.157724","297.544177","11.998139","424.820345"
"Bombus_ruderarius","1442","262.57975","488.521943","12.864753","181.182047"
"Anthophora_bimaculata","456","174.423246","330.67539","15.485294","572.948492"
"Nomada_leucophthalma","1140","152.686842","250.069489","7.406419","229.179397"
"Bombus_humilis","1573","312.553083","449.624897","11.336683","166.093142"
"Bombus_monticola","854","658.546838","636.479988","21.779897","305.930342"
"Melipona_quinquefasciata","54","751.166667","296.661852","40.370565","4838.231709"
"Xylocopa_augusti","270","284.225926","449.887996","27.379312","967.646342"
"Xylocopa_pubescens","242","193.305785","314.051964","20.188025","1079.605423"
"Habropoda_tarsata","82","261.695122","289.801835","32.003259","3186.152589"
"Epeoloides_coecutiens","389","142.524422","201.429869","10.2129","671.631137"
"Nomada_lathburiana","1178","143.378608","229.031241","6.673015","221.786513"
"Tetragona_ziegleri","71","312.676056","327.976252","38.92362","3679.781863"
"Braunsapis_hewitti","39","257.769231","411.939282","65.963077","6699.090058"
"Trigona_spinipes","531","483.028249","368.596386","15.995721","492.023564"
"Amegilla_quadrifasciata","493","386.48073","517.989059","23.329054","529.948301"
"Xylocopa_tranquebarorum","129","171.248062","250.572751","22.061701","2025.306297"
"Bombus_argillaceus","485","485.51134","516.946768","23.473344","538.689716"
"Bombus_bicoloratus","34","669.970588","594.709529","101.991843","7684.250361"
"Tetragonula_pagdeni","62","291.870968","346.815654","44.045632","4213.943746"
"Bombus_brasiliensis","117","664","497.059526","45.953169","2233.030019"
"Xylocopa_latipes","288","241.361111","321.061417","18.918725","907.168445"
"Xylocopa_aestuans","114","212.587719","281.891488","26.401557","2291.793967"
"Tetragona_clavipes","135","499.518519","457.918031","39.411309","1935.292683"
"Anthophora_aestivalis","324","648.697531","608.140811","33.785601","806.371951"
"Paratrigona_lineata","70","667.057143","300.692336","35.939608","3732.350175"
"Ceratina_cucurbitina","514","440.657588","504.876342","22.269141","508.296716"
"Xylocopa_tenuiscapa","288","334.854167","371.514791","21.891719","907.168445"
"Bombus_breviceps","38","1220.763158","691.844047","112.231925","6875.381902"
"Tetragonisca_fiebrigi","143","358.146853","386.700324","32.337506","1827.024561"
"Eulaema_seabrai","9","491.666667","568.944637","189.648212","29029.390251"
"Xylocopa_appendiculata","455","252.395604","416.962851","19.54752","574.207719"
"Xylocopa_fenestrata","130","271.592308","432.997533","37.976396","2009.727017"
"Xylocopa_valga","727","416.984869","510.060458","18.917095","359.373469"
"Nomada_agrestis","39","271.025641","325.48106","52.118681","6699.090058"
"Bombus_gerstaeckeri","107","1775.672897","487.021207","47.082117","2441.724414"
"Oxytrigona_mellicolor","68","444.911765","474.860914","57.585344","3842.12518"
"Bombus_consobrinus","532","457.582707","337.216096","14.620172","491.098707"
"Nomada_japonica","127","180.149606","157.586211","13.983515","2057.200884"
"Bombus_veteranus","668","191.230539","316.811841","12.257818","391.114539"
"Anthophora_retusa","327","177.938838","362.780126","20.061787","798.974044"
"Bombus_subterraneus","908","213.496696","353.456115","11.729853","287.736247"
"Tetragonula_collina","116","362.862069","333.737593","30.986758","2252.280278"
"Bombus_pseudobaicalensis","21","306.904762","344.50659","75.177501","12441.16725"
"Anthophora_crinipes","111","530.747748","400.251046","37.990148","2353.734345"
"Manuelia_gayatina","100","566.11","563.887568","56.388757","2612.645123"
"Bombus_semenoviellus","241","107.385892","106.774199","6.877931","1084.085113"
"Heterotrigona_itama","30","190.066667","285.993481","52.215027","8708.817075"
"Bombus_schrencki","403","147.263027","226.457381","11.280646","648.299038"
"Eucera_nigrescens","446","374.127803","396.205989","18.760897","585.794871"
"Plebeina_armata","62","833.33871","462.204339","58.70001","4213.943746"
"Apis_andreniformis","73","380.164384","357.192098","41.806173","3578.965921"
"Bombus_deuteronymus","34","260.588235","506.444416","86.854501","7684.250361"
"Bombus_handlirschi","15","2637.066667","798.093305","206.066805","17417.634151"
"Nomada_armata","334","321.520958","450.314876","24.640134","782.229079"
"Xylocopa_splendidula","141","713.177305","731.401573","61.595124","1852.939803"
"Bombus_alpinus","398","840.59799","738.000163","36.992606","656.443498"
"Bombus_eximius","58","1078.172414","861.961536","113.181095","4504.560556"
"Bombus_armeniacus","36","524.75","761.474861","126.912477","7257.347563"
"Xylocopa_frontalis","350","424.537143","511.509998","27.341359","746.470035"
"Anthophora_plagiata","129","776.511628","889.0998","78.280872","2025.306297"
"Bombus_sporadicus","796","257.606784","223.422689","7.919007","328.221749"
"Manuelia_gayi","94","644.468085","703.182959","72.527784","2779.409705"
"Alloscirtetica_gayi","61","670.42623","626.389428","80.200948","4283.024791"
"Centris_chilensis","87","807.505747","772.843765","82.857549","3003.040371"
"Xylocopa_auripennis","73","340.452055","483.658886","56.607991","3578.965921"
"Xylocopa_nigrita","67","607.432836","544.810009","66.559136","3899.470332"
"Bombus_hortulanus","76","2565.921053","533.563311","61.203909","3437.690951"
"Svastrides_melanura","133","718.142857","783.368041","67.926624","1964.394829"
"Bombus_coccineus","34","4069.558824","675.492332","115.845979","7684.250361"
"Bombus_distinguendus","852","116.138498","172.128589","5.897028","306.648489"
"Eucera_longicornis","1213","203.060181","332.118461","9.53592","215.387067"
"Bombus_magnus","829","181.6924","244.345044","8.486454","315.156227"
"Nomada_striata","812","212.332512","373.048425","13.091433","321.754325"
"Ceratina_cyanea","749","274.145527","399.573006","14.60008","348.817773"
"Nomada_alboguttata","540","163.048148","246.535718","10.609208","483.823171"
"Bombus_quadricolor","442","390.325792","608.450586","28.941043","591.096182"
"Nomada_argentata","87","272.597701","344.952961","36.982839","3003.040371"
"Nomada_villosa","170","283.858824","380.32296","29.169439","1536.850072"
"Nomada_flavopicta","650","163.776923","286.005739","11.218068","401.945403"
"Nomada_facilis","111","688.045045","629.13608","59.714954","2353.734345"
"Bombus_haemorrhoidalis","44","1210.977273","534.881925","80.636484","5937.829824"
"Nomada_discrepans","6","282.166667","154.76746","63.183551","43544.085377"
"Nomada_roberjeotiana","408","120.654412","118.030045","5.843358","640.354197"
"Nomada_moeschleri","156","284.064103","438.610779","35.116967","1674.772514"
"Nomada_similis","103","677.990291","834.970711","82.272109","2536.548663"
"Nomada_fusca","309","108.877023","142.068409","8.081989","845.516221"
"Bombus_pyrrhopygus","208","609.615385","363.263756","25.18781","1256.079386"
"Epeolus_alpinus","320","204.215625","518.590265","28.990077","816.451601"
"Bombus_wurflenii","733","737.924966","613.522793","22.660981","356.431804"
"Doeringiella_gayi","49","645.408163","684.561871","97.794553","5331.928822"
"Bombus_trifasciatus","28","1592.857143","769.09946","145.346136","9330.875438"
"Bombus_ignitus","230","293.286957","321.549028","21.202315","1135.932662"
"Nannotrigona_testaceicornis","121","575.206612","397.575714","36.143247","2159.210845"
"Bombus_hedini","12","869.916667","338.001199","97.572542","21772.042688"
"Bombus_hypocrita","185","489.8","511.784493","37.627144","1412.240607"
"Geniotrigona_thoracica","66","222.893939","291.192357","35.843301","3958.553216"
"Nomada_succincta","361","346.800554","451.05164","23.73956","723.724411"
"Eucera_nigrilabris","71","229.816901","296.549071","35.1939","3679.781863"
"Xylocopa_sulcatipes","26","137.153846","441.689365","86.622411","10048.635087"
"Eucera_nipponensis","195","210.015385","207.247884","14.841329","1339.818012"
"Bombus_cullumanus","92","392.163043","652.571806","68.035314","2839.831655"
"Bombus_melaleucus","18","2065.388889","705.166659","166.209375","14514.695126"
"Nomada_fuscicornis","220","156.354545","248.628864","16.762555","1187.565965"
"Nomada_guttulata","172","391.02907","589.708199","44.964829","1518.979722"
"Biastes_truncatus","107","199.373832","340.203893","32.888752","2441.724414"
"Nomada_stigma","124","185.91129","281.608533","25.289193","2106.971873"
"Euglossa_modestior","36","239.166667","353.753062","58.958844","7257.347563"
"Euglossa_tridentata","116","429.724138","428.907826","39.823092","2252.280278"
"Eulaema_nigrita","220","510.372727","475.15371","32.034857","1187.565965"
"Euglossa_liopoda","13","231.923077","402.847461","111.729783","20097.270174"
"Euglossa_variabilis","92","573.869565","555.554415","57.920552","2839.831655"
"Euglossa_chlorina","19","419.421053","432.294822","99.175234","13750.763803"
"Eulaema_meriana","307","446.592834","522.892834","29.84307","851.02447"
"Eulaema_mocsaryi","114","220.780702","318.990492","29.876197","2291.793967"
"Euglossa_igniventris","24","603.666667","601.229875","122.725534","10886.021344"
"Euglossa_hemichlora","68","262.161765","321.679066","39.009317","3842.12518"
"Euglossa_amazonica","27","352.592593","427.573859","82.286628","9676.463417"
"Euglossa_mixta","123","603.01626","457.203635","41.224663","2124.101726"
"Euglossa_deceptrix","39","728.846154","494.054415","79.112021","6699.090058"
"Euglossa_mourei","46","172.630435","171.834204","25.335571","5679.66331"
"Euglossa_allosticta","63","503.603175","452.160603","56.966881","4147.05575"
"Bombus_neoboreus","70","581.142857","554.311802","66.252932","3732.350175"
"Bombus_morio","284","598.214789","461.372633","27.377429","919.945466"
"Trigona_silvestriana","138","510.456522","519.58993","44.230432","1893.221103"
"Xylocopa_viridigastra","40","2744.275","1032.183968","163.202615","6531.612806"
"Bombus_bellicosus","139","472.81295","502.870421","42.652912","1879.600808"
"Nomada_sheppardana","294","191.054422","275.900865","16.090865","888.654804"
"Nomada_conjungens","122","525.45082","560.943849","50.78547","2141.512396"
"Thyreus_histrionicus","85","288.776471","417.488362","45.282971","3073.700144"
"Thyreus_orbatus","137","557.781022","606.733876","51.836773","1907.040235"
"Melecta_luctuosa","217","507.271889","616.944378","41.880913","1203.983927"
"Nomada_furva","40","530.35","570.756518","90.244529","6531.612806"
"Nomada_distinguenda","102","325.215686","301.663659","29.869153","2561.416787"
"Centris_nigrocaerulea","55","1659.509091","542.362899","73.132198","4750.263859"
"Melissodes_colliciatus","43","1510.232558","674.366081","102.839863","6075.91889"
"Nomada_tridentirostris","10","232.8","188.225515","59.522134","26126.451226"
"Ptilotrigona_occidentalis","16","173.875","167.210795","41.802699","16329.032016"
"Euglossa_sapphirina","63","393.349206","413.974059","52.155829","4147.05575"
"Eufriesea_pulchra","79","271.455696","277.815923","31.256733","3307.145725"
"Nomada_hirtipes","119","287.840336","261.272083","23.950773","2195.500103"
"Nomada_obtusifrons","185","259.097297","362.529206","26.653677","1412.240607"
"Trigona_hyalinata","90","585.044444","320.546581","33.788576","2902.939025"
"Amegilla_albigena","220","511.272727","613.613541","41.369816","1187.565965"
"Xylocopa_olivieri","16","693.375","748.701086","187.175272","16329.032016"
"Bombus_mesomelas","167","1700.54491","587.369875","45.452046","1564.458157"
"Epeolus_luteipennis","3","1488.666667","214.19695","123.666667","87088.170753"
"Epicharis_flava","33","692.272727","442.781921","77.078439","7917.106432"
"Plebeia_droryana","32","490.96875","314.338474","55.567717","8164.516008"
"Bombus_koreanus","8","684.75","259.383197","91.705809","32658.064032"
"Partamona_helleri","103","426.184466","355.708345","35.048985","2536.548663"
"Ammobatoides_abdominalis","28","724.785714","683.3772","129.146152","9330.875438"
"Epeolus_fallax","63","258.634921","265.937314","33.504952","4147.05575"
"Apis_nigrocincta","12","754.666667","670.934942","193.682235","21772.042688"
"Trigona_ferricauda","56","585.785714","514.465538","68.748349","4665.437719"
"Xylocopa_nasalis","97","164.082474","221.158157","22.455209","2693.44858"
"Bombus_picipes","10","1176.5","492.137571","155.627565","26126.451226"
"Manuelia_postica","60","510.3","521.615265","67.340241","4354.408538"
"Coelioxoides_waltheriae","13","680.538462","697.401082","193.424259","20097.270174"
"Eucera_notata","14","350.928571","309.743185","82.782348","18661.750876"
"Tarsalia_hirtipes","2","25.5","24.748737","17.5","130632.25613"
"Tetragonula_iridipennis","32","270.625","311.493981","55.064877","8164.516008"
"Plebeia_franki","5","728.8","399.51871","178.670199","52252.902452"
"Euglossa_heterosticta","121","293.190083","346.514221","31.501293","2159.210845"
"Ptilotrigona_lurida","128","222.976562","410.669253","36.298377","2041.129002"
"Euglossa_ignita","181","276.21547","320.536205","23.825268","1443.450344"
"Euglossa_stilbonota","27","209.888889","274.452789","52.818464","9676.463417"
"Eufriesea_anisochlora","14","584.928571","321.603067","85.952035","18661.750876"
"Eufriesea_violascens","5","539.4","362.254469","162.005124","52252.902452"
"Braunsapis_mixta","20","338.25","338.177449","75.618776","13063.225613"
"Lanthanomelissa_betinae","9","561.444444","449.66991","149.88997","29029.390251"
"Xylocopa_ciliata","33","209.848485","293.474565","51.087364","7917.106432"
"Anthophora_atroalba","38","439.157895","765.66313","124.206961","6875.381902"
"Isepeolus_viperinus","46","781.217391","642.445083","94.72336","5679.66331"
"Lestrimelitta_limao","32","599.84375","296.776891","52.463238","8164.516008"
"Diadasina_distincta","20","164.25","239.228557","53.493132","13063.225613"
"Liotrigona_madecassa","8","333","374.779935","132.504717","32658.064032"
"Rhinepeolus_rufiventris","12","660.833333","494.659448","142.795883","21772.042688"
"Diadasia_pereyrae","39","581.205128","654.46001","104.797473","6699.090058"
"Centris_buchholzi","48","1779.479167","1302.565472","188.009131","5443.010672"
"Osiris_mourei","23","333.565217","391.804314","81.696847","11359.32662"
"Melipona_eburnea","47","745.893617","573.561537","83.662549","5558.81941"
"Amegilla_calens","149","865.791946","491.059641","40.229173","1753.453102"
"Nanorhathymus_acutiventris","13","544.461538","400.401593","111.051421","20097.270174"
"Trigona_pallens","133","246.421053","314.261863","27.249959","1964.394829"
"Eucera_nigrifacies","29","303.793103","281.650668","52.301216","9009.121112"
"Bombus_brevivillus","37","488.054054","706.684432","116.178205","7061.203034"
"Geotrigona_mombuca","26","567.192308","237.939828","46.663839","10048.635087"
"Schwarziana_quadripunctata","64","731.609375","328.565454","41.070682","4082.258004"
"Trigona_chanchamayoensis","126","421.134921","612.83379","54.595573","2073.527875"
"Scaptotrigona_tricolorata","11","768.181818","502.360591","151.467417","23751.319296"
"Tetragonula_geissleri","4","94","110","55","65316.128065"
"Caenoprosopis_crabronina","19","596.947368","472.76039","108.458672","13750.763803"
"Ceratina_cognata","20","499.95","481.387192","107.641448","13063.225613"
"Hypotrigona_gribodoi","92","770.076087","480.662072","50.112485","2839.831655"
"Scaura_latitarsis","61","358.803279","263.881843","33.786608","4283.024791"
"Friesella_schrottkyi","26","688.269231","172.740628","33.877224","10048.635087"
"Leptometriella_separata","36","820","595.360635","99.226772","7257.347563"
"Trigona_williana","167","246.353293","485.890898","37.599367","1564.458157"
"Thygater_analis","109","710.357798","649.952755","62.254183","2396.922131"
"Trigona_cilipes","78","288.628205","326.58851","36.978867","3349.545029"
"Tetragonula_fuscobalteata","12","320.75","350.858978","101.284263","21772.042688"
"Anthophora_pubescens","76","455.473684","412.390057","47.304384","3437.690951"
"Paratetrapedia_volatilis","10","485.2","464.297271","146.823689","26126.451226"
"Mesonychium_garleppi","26","2369.846154","1180.774413","231.568914","10048.635087"
"Centris_muralis","23","1309.043478","478.621266","99.799433","11359.32662"
"Partamona_cupira","65","777.2","375.476955","46.572184","4019.454035"
"Frieseomelitta_varia","30","449.1","287.656326","52.51862","8708.817075"
"Bombus_persicus","10","2096.2","701.342966","221.784119","26126.451226"
"Centris_nigerrima","83","944.819277","954.525181","104.77275","3147.765208"
"Trigona_crassipes","41","272.414634","335.307767","52.366275","6372.305177"
"Ptilothrix_tricolor","26","589.423077","446.00737","87.469242","10048.635087"
"Bombus_transversalis","127","412.456693","599.243395","53.174253","2057.200884"
"Trigona_hypogea","53","369.924528","566.563387","77.823466","4929.519099"
"Cephalotrigona_capitata","34","517.970588","285.903616","49.032066","7684.250361"
"Hypotrigona_araujoi","18","1046.722222","468.896804","110.520037","14514.695126"
"Apis_koschevnikovi","27","334.851852","434.292856","83.579699","9676.463417"
"Hopliphora_funereus","6","497.833333","440.459949","179.817021","43544.085377"
"Tetragona_goettei","90","378.977778","597.851584","63.01909","2902.939025"
"Melipona_fulva","20","64.5","43.754699","9.783848","13063.225613"
"Melipona_fuliginosa","53","336.415094","494.761265","67.960686","4929.519099"
"Euglossa_nigropilosa","10","1483.1","512.664597","162.11878","26126.451226"
"Scaptotrigona_polysticta","26","533.923077","476.188276","93.388204","10048.635087"
"Trigona_recursa","141","367.680851","325.222964","27.388714","1852.939803"
"Chalepogenus_cocuccii","9","1404.333333","1206.584125","402.194708","29029.390251"
"Anthophora_paranensis","68","1131.882353","1097.708815","133.116747","3842.12518"
"Exomalopsis_trifasciata","7","837.714286","830.23766","313.80034","37323.501751"
"Melipona_bicolor","38","639.526316","405.215908","65.7347","6875.381902"
"Partamona_brevipilosa","5","2070.4","633.268348","283.206215","52252.902452"
"Partamona_musarum","59","459.728814","480.756582","62.589176","4428.212072"
"Partamona_ailyae","91","237.076923","222.73987","23.349483","2871.038596"
"Nogueirapis_butteli","13","74.846154","46.974898","13.028493","20097.270174"
"Melipona_illustris","19","77.684211","41.189336","9.449482","13750.763803"
"Xylocopa_macrops","20","447.5","531.249025","118.790893","13063.225613"
"Epeolus_subrufescens","1","22",NA,NA,"261264.512259"
"Trigona_amazonensis","91","392.142857","454.258433","47.619223","2871.038596"
"Melipona_marginata","37","584.891892","315.189254","51.816794","7061.203034"
"Rhogepeolus_bigibbosus","6","669.5","587.584462","239.880352","43544.085377"
"Pasites_appletoni","40","1046.1","401.259351","63.444674","6531.612806"
"Melipona_fasciculata","35","169.8","180.001438","30.425796","7464.70035"
"Bombus_portchinsky","3","3073","329.089653","190","87088.170753"
"Canephorula_apiformis","14","919","660.59833","176.55233","18661.750876"
"Euglossa_villosiventris","21","410.571429","440.746818","96.178841","12441.16725"
"Euglossa_championi","54","563.962963","491.096077","66.829711","4838.231709"
"Euglossa_cognata","79","244.126582","237.954659","26.771991","3307.145725"
"Ceratina_binghami","14","223.5","244.305216","65.293315","18661.750876"
"Exomalopsis_solitaria","25","1318.32","902.52958","180.505916","10450.58049"
"Euglossa_cybelia","53","820.433962","561.979178","77.193777","4929.519099"
"Scaura_timida","30","249","172.936105","31.573669","8708.817075"
"Scaptotrigona_subobscuripennis","39","944.512821","566.407835","90.697841","6699.090058"
"Euglossa_cordata","62","361.290323","401.222778","50.955344","4213.943746"
"Tapinotaspis_chalybaea","8","504.375","367.720366","130.008782","32658.064032"
"Trigonisca_buyssoni","4","901.75","128.5","64.25","65316.128065"
"Partamona_testacea","114","322.929825","357.698017","33.501489","2291.793967"
"Euglossa_despecta","25","419.92","377.423935","75.484787","10450.58049"
"Euglossa_iopyrrha","39","488.923077","477.594211","76.476279","6699.090058"
"Oxytrigona_obscura","53","419.264151","549.905137","75.53528","4929.519099"
"Euglossa_chalybeata","103","233.126214","273.281141","26.927191","2536.548663"
"Ancyloscelis_ursinus","4","90.25","64.829906","32.414953","65316.128065"
"Melipona_rufiventris","53","489.660377","338.190487","46.454036","4929.519099"
"Centris_aenea","34","497.5","288.143299","49.416168","7684.250361"
"Melipona_nebulosa","26","270.692308","534.324154","104.789588","10048.635087"
"Ammobates_punctatus","60","172.25","218.045915","28.149607","4354.408538"
"Euglossa_oleolucens","17","1056.058824","338.501564","82.098688","15368.500721"
"Hypotrigona_ruspolii","31","930.709677","485.741714","87.241787","8427.887492"
"Paratrigona_impunctata","43","208.55814","213.898318","32.619188","6075.91889"
"Geotrigona_fulvohirta","48","834.854167","785.997347","113.448945","5443.010672"
"Euglossa_bidentata","57","259.491228","267.075172","35.374971","4583.587934"
"Euglossa_purpurea","36","543.083333","470.434776","78.405796","7257.347563"
"Euglossa_annectans","18","536.666667","274.083929","64.602202","14514.695126"
"Euglossa_viridifrons","9","199.666667","222.954592","74.318197","29029.390251"
"Euglossa_dodsoni","59","511.966102","451.231876","58.745387","4428.212072"
"Euglossa_prasina","21","87.142857","57.983865","12.653117","12441.16725"
"Eufriesea_violacea","40","487.55","333.247498","52.691056","6531.612806"
"Braunsapis_picitarsis","7","445.714286","439.824099","166.237884","37323.501751"
"Ceratina_bispinosa","16","260.875","278.737122","69.68428","16329.032016"
"Leiopodus_abnormis","24","796.041667","564.644673","115.257611","10886.021344"
"Triepeolus_tristis","23","280.173913","246.544971","51.40818","11359.32662"
"Eucera_collaris","9","133.888889","115.515631","38.50521","29029.390251"
"Osirinus_lemniscatus","5","1443.8","960.650925","429.616154","52252.902452"
"Nomada_minuscula","14","321","164.802913","44.045431","18661.750876"
"Mesoplia_rufipes","7","355.714286","395.770015","149.587005","37323.501751"
"Centris_moerens","3","490.333333","384.531316","222.009259","87088.170753"
"Alloscirtetica_tristrigata","56","387.410714","409.230487","54.685724","4665.437719"
"Diadasia_chilensis","139","795.942446","781.934092","66.322784","1879.600808"
"Meliponula_bocandei","41","727.512195","551.252897","86.091239","6372.305177"
"Thyreus_takaonis","10","102.4","143.823348","45.480936","26126.451226"
"Centris_cineraria","70","1037.971429","889.072697","106.264512","3732.350175"
"Liotrigona_bottegoi","77","955.207792","370.820688","42.258939","3393.045614"
"Centris_similis","29","631.241379","560.680942","104.115837","9009.121112"
"Parepeolus_aterrimus","19","1258.947368","830.532324","190.537183","13750.763803"
"Chalepogenus_herbsti","18","882.277778","781.241606","184.140412","14514.695126"
"Tetraloniella_fulvescens","27","686","461.961121","88.904459","9676.463417"
"Bombus_haematurus","126","402.428571","417.222961","37.169176","2073.527875"
"Melipona_melanoventer","50","213.54","121.910173","17.240702","5225.290245"
"Tetragonula_laeviceps","53","452","349.019891","47.941569","4929.519099"
"Ceratina_moderata","3","1656.333333","208.096933","120.14482","87088.170753"
"Melipona_flavolineata","19","112.842105","134.979942","30.966522","13750.763803"
"Euglossa_occidentalis","8","206.375","57.918508","20.477285","32658.064032"
"Euglossa_orellana","51","431.039216","523.623069","73.321896","5122.833574"
"Euglossa_maculilabris","27","984.666667","606.901716","116.79829","9676.463417"
"Nomada_rufipes","922","150.23102","261.759589","8.620593","283.36715"
"Euglossa_dissimula","7","332.285714","377.256639","142.589607","37323.501751"
"Paratrigona_subnuda","46","725.521739","380.935208","56.165832","5679.66331"
"Paratetrapedia_connexa","38","398.210526","355.137747","57.61095","6875.381902"
"Tetragona_perangulata","37","777.891892","585.47724","96.251865","7061.203034"
"Heterotrigona_erythrogastra","3","331.666667","198.253205","114.461541","87088.170753"
"Lepidotrigona_terminata","56","326.339286","371.816586","49.686081","4665.437719"
"Frieseomelitta_trichocerata","29","504.241379","1008.615623","187.295219","9009.121112"
"Euglossa_perviridis","2","419","263.043723","186","130632.25613"
"Bombus_niveatus","47","1572.468085","732.445067","106.838093","5558.81941"
"Ceratina_moerenhouti","84","945.892857","443.096144","48.345753","3110.291813"
"Centris_plumipes","4","464.5","508.117112","254.058556","65316.128065"
"Euglossa_hansoni","60","464.25","428.967093","55.379414","4354.408538"
"Euglossa_iopoecila","8","247","327.595133","115.82237","32658.064032"
"Scaptotrigona_bipunctata","51","565.529412","393.883046","55.154658","5122.833574"
"Centris_mixta","18","1236.888889","838.608013","197.661804","14514.695126"
"Scaptotrigona_depilis","29","389.206897","376.433202","69.901891","9009.121112"
"Eufriesea_surinamensis","83","420.891566","424.280769","46.570865","3147.765208"
"Trigona_dallatorreana","96","436.916667","684.78265","69.890337","2721.505336"
"Epicharis_zonata","4","288.5","237.309222","118.654611","65316.128065"
"Ceratina_bryanti","40","471.675","420.140293","66.430013","6531.612806"
"Dactylurina_staudingeri","18","368.833333","259.432469","61.148819","14514.695126"
"Ptilotrigona_pereneae","33","504.969697","466.129306","81.142697","7917.106432"
"Mesoplia_regalis","2","251","339.411255","240","130632.25613"
"Frieseomelitta_silvestrii","8","356.375","287.405606","101.613226","32658.064032"
"Ceratina_accusator","2","527.5","683.772257","483.5","130632.25613"
"Nannotrigona_melanocera","51","777.294118","869.222326","121.715471","5122.833574"
"Epicharis_affinis","12","550.333333","286.247932","82.63266","21772.042688"
"Eufriesea_chrysopyga","31","685.258065","523.997517","94.112732","8427.887492"
"Eulaema_bombiformis","157","271.127389","296.347568","23.651111","1664.105174"
"Paratrigona_pacifica","20","832.8","521.949443","116.711444","13063.225613"
"Euglossa_erythrochlora","18","302.722222","361.48514","85.202865","14514.695126"
"Melipona_titania","11","596","470.106371","141.742404","23751.319296"
"Euglossa_augaspis","108","167.648148","162.572849","15.64358","2419.115854"
"Melitoma_nudipes","4","861.5","731.127668","365.563834","65316.128065"
"Epicharis_umbraculata","5","414","477.40287","213.501054","52252.902452"
"Melipona_favosa","63","311.253968","429.647942","54.130553","4147.05575"
"Chalepogenus_rozeni","33","930.090909","712.559706","124.040723","7917.106432"
"Melipona_variegatipes","4","327.5","236.643896","118.321948","65316.128065"
"Centris_dorsata","5","672.2","375.0076","167.708497","52252.902452"
"Ancyla_holtzi","4","671.75","433.679125","216.839562","65316.128065"
"Homotrigona_fimbriata","15","367.2","233.830586","60.374798","17417.634151"
"Eucera_decipiens","2","982","848.528137","600","130632.25613"
"Anthophora_parkeri","31","470.548387","339.627918","60.998975","8427.887492"
"Melissodes_rufipes","15","1810.4","481.050012","124.206579","17417.634151"
"Eucera_alborufa","5","1255.6","473.655782","211.825305","52252.902452"
"Eufriesea_magrettii","7","970.857143","525.079813","198.461515","37323.501751"
"Nannotrigona_schultzei","21","331.571429","390.540596","85.222945","12441.16725"
"Melipona_tumupasae","4","304.25","176.229727","88.114864","65316.128065"
"Frieseomelitta_flavicornis","15","192","169.815025","43.846051","17417.634151"
