"species","n_alt","mean_alt","sd_alt","se_alt","within_sp_var_alt"
"Euglossa_bursigera","46","360.021739","372.78397","54.963998","5679.66331"
"Partamona_vicina","91","158.417582","161.529224","16.932864","2871.038596"
"Epiclopus_gayi","45","794.977778","600.249701","89.479942","5805.87805"
"Ceratina_citriphila","6","14","42.057104","17.169741","43544.085377"
"Melipona_seminigra","136","172.661765","160.513907","13.763954","1921.06259"
"Pasites_maculatus","60","486.75","490.899749","63.374885","4354.408538"
"Biastes_emarginatus","29","505.482759","537.257295","99.766175","9009.121112"
"Trigonisca_longicornis","26","258","153.58776","30.121038","10048.635087"
"Svastrides_zebra","32","1622.15625","823.156243","145.51484","8164.516008"
"Tetragona_dorsalis","5","168.6","96.598654","43.200231","52252.902452"
"Ceratina_nigrolateralis","69","250.869565","251.680406","30.29876","3786.442207"
"Tetragonula_hirashimai","1","641",NA,NA,"261264.512259"
"Nomada_sexfasciata","221","406.452489","401.723767","27.022865","1182.192363"
"Xylocopa_hirsutissima","7","941.142857","415.90561","157.197545","37323.501751"
"Melipona_triplaridis","7","31.714286","20.989793","7.933396","37323.501751"
"Mourella_caerulea","24","294.041667","305.020239","62.261996","10886.021344"
"Centris_longimana","77","252.935065","505.216169","57.574726","3393.045614"
"Arhysoceble_picta","18","897.555556","475.182222","112.001524","14514.695126"
"Euglossa_crassipunctata","74","358.162162","467.255292","54.317324","3530.601517"
"Euglossa_macrorhyncha","58","612.896552","624.435315","81.992374","4504.560556"
"Centris_tarsata","86","567.44186","622.209925","67.094622","3037.959445"
"Euglossa_cyanura","36","594.527778","489.38238","81.56373","7257.347563"
"Euglossa_intersecta","73","215.712329","240.064197","28.097389","3578.965921"
"Euglossa_decorata","12","410.583333","448.743389","129.541058","21772.042688"
"Ceratina_mandibularis","4","453.25","539.791549","269.895774","65316.128065"
"Euglossa_lugubris","1","85",NA,NA,"261264.512259"
"Eufriesea_rufocauda","21","654.571429","563.995529","123.073914","12441.16725"
"Chalepogenus_caeruleus","36","968.361111","802.138682","133.68978","7257.347563"
"Anthophora_arequipensis","21","2472.190476","1013.694659","221.20631","12441.16725"
"Ctenoplectra_antinorii","3","1577.666667","12.66228","7.310571","87088.170753"
"Euglossa_flammea","41","703.073171","583.888662","91.188089","6372.305177"
"Eucera_hungarica","13","557.769231","461.892512","128.105934","20097.270174"
"Eulaema_flavescens","47","566.808511","600.579091","87.603464","5558.81941"
"Euglossa_gorgonensis","37","508.459459","472.067415","77.607405","7061.203034"
"Euglossa_melanotricha","7","660.285714","288.272854","108.956897","37323.501751"
"Euglossa_hyacinthina","3","1303","271.534528","156.770533","87088.170753"
"Euglossa_turbinifex","9","440.444444","400.15969","133.386563","29029.390251"
"Braunsapis_bouyssoui","37","641.513514","528.017657","86.805568","7061.203034"
"Macrogalea_candida","45","992.711111","610.420333","90.996091","5805.87805"
"Centris_analis","174","347.632184","444.094757","33.666737","1501.520185"
"Isepeolus_luctuosus","91","939.681319","916.494104","96.074687","2871.038596"
"Nomada_atroscutellaris","62","554.435484","257.799173","32.740528","4213.943746"
"Ptilothrix_relata","29","401.724138","426.08734","79.122433","9009.121112"
"Nomada_mutica","38","467.5","493.587789","80.070513","6875.381902"
"Bombus_festivus","40","2273.725","1279.297283","202.274661","6531.612806"
"Bombus_cornutus","3","1443.333333","915.511515","528.57082","87088.170753"
"Kelita_chilensis","13","1210.538462","906.000333","251.279281","20097.270174"
"Epeolus_amabilis","60","928.783333","515.389308","66.536474","4354.408538"
"Ceratina_nigrolabiata","13","663.538462","539.684108","149.68144","20097.270174"
"Nomada_femoralis","121","458.975207","588.832396","53.530218","2159.210845"
"Ceratina_chalybea","143","617.629371","535.506456","44.7813","1827.024561"
"Chilimalopsis_parvula","8","1095.25","641.938526","226.959542","32658.064032"
"Melectoides_niveiventris","2","3078.5","314.662518","222.5","130632.25613"
"Epiclopus_lendlianus","18","1152.111111","736.592943","173.616622","14514.695126"
"Epeolus_tarsalis","13","57.692308","138.266882","38.348333","20097.270174"
"Mirnapis_inca","4","2627.5","284.619629","142.309814","65316.128065"
"Melectoides_rozeni","4","892.5","1332.775175","666.387587","65316.128065"
"Epeolus_flavociliatus","8","287.25","588.141322","207.939359","32658.064032"
"Epeolus_variolosus","12","657.833333","696.797719","201.148175","21772.042688"
"Bombus_melanurus","41","1934.292683","1070.971527","167.257652","6372.305177"
"Nomada_opaca","140","153.4","338.358517","28.596514","1866.175088"
"Ceratina_chalcites","54","445.351852","448.089031","60.977194","4838.231709"
"Oxytrigona_tataira","73","449.575342","499.858644","58.504029","3578.965921"
"Bombus_margreiteri","3","1133.333333","40.991869","23.666667","87088.170753"
"Eufriesea_auriceps","8","541.75","440.945332","155.897717","32658.064032"
"Trigona_muzoensis","58","284.706897","410.957675","53.961386","4504.560556"
"Epeolus_inornatus","11","155.545455","228.650985","68.940866","23751.319296"
"Nomada_nobilis","31","366.580645","550.087495","98.798631","8427.887492"
"Bombus_mucidus","110","1579.336364","601.57189","57.357629","2375.13193"
"Nomada_melathoracica","44","447.909091","370.33246","55.829719","5937.829824"
"Euglossa_milenae","7","331.428571","400.967105","151.551321","37323.501751"
"Eufriesea_macroglossa","23","654.347826","442.113273","92.18699","11359.32662"
"Nogueirapis_mirandula","22","568.5","502.537158","107.141282","11875.659648"
"Eufriesea_schmidtiana","43","543.186047","489.877062","74.705552","6075.91889"
"Exaerete_dentata","29","763.517241","1008.325968","187.241432","9009.121112"
"Eufriesea_mussitans","31","558.870968","554.083853","99.516398","8427.887492"
"Euglossa_villosa","11","818.272727","138.910108","41.882973","23751.319296"
"Scaura_argyrea","59","567.101695","399.18856","51.969924","4428.212072"
"Eufriesea_lucifera","18","694.833333","300.810327","70.901674","14514.695126"
"Scaptotrigona_luteipennis","27","337.259259","381.554068","73.430115","9676.463417"
"Bombus_zonatus","61","557.704918","710.371132","90.953703","4283.024791"
"Nomada_calloptera","15","255.333333","330.582747","85.356098","17417.634151"
"Nomada_harimensis","13","222.461538","229.974135","63.783349","20097.270174"
"Nomada_aswensis","7","42","33.511192","12.66604","37323.501751"
"Nomada_comparata","12","214","277.257347","80.037302","21772.042688"
"Nomada_ginran","22","312.454545","367.855397","78.427034","11875.659648"
"Nomada_okubira","7","94.285714","57.849559","21.865078","37323.501751"
"Ceratina_flavipes","107","204.523364","206.38352","19.951848","2441.724414"
"Ceratina_iwatai","15","265.333333","432.735925","111.731935","17417.634151"
"Ceratina_japonica","177","285.163842","250.398186","18.82108","1476.070691"
"Thyreus_decorus","92","248.684783","268.357066","27.978158","2839.831655"
"Alloscirtetica_chilena","25","548.84","642.336145","128.467229","10450.58049"
"Epeolus_friesei","6","394.833333","363.735298","148.494314","43544.085377"
"Thyreus_novaehollandiae","16","132.8125","150.433692","37.608423","16329.032016"
"Alloscirtetica_vagabunda","4","1346.75","752.260759","376.13038","65316.128065"
"Nomada_posthuma","19","533.315789","290.550828","66.656931","13750.763803"
"Nomada_emarginata","63","862.952381","643.557863","81.08067","4147.05575"
"Scaptotrigona_xanthotricha","40","500.55","431.349163","68.202291","6531.612806"
"Ceratina_unimaculata","42","465.571429","439.223158","67.773605","6220.583625"
"Xylocopa_tranquebarica","47","462.404255","397.179713","57.934615","5558.81941"
"Xylocopa_cantabrita","115","589.382609","395.752128","36.904076","2271.865324"
"Bombus_rufipes","7","1680.428571","809.86107","306.098713","37323.501751"
"Bombus_formosellus","10","2731","386.095267","122.094044","26126.451226"
"Amegilla_calceifera","29","251.551724","310.084388","57.581225","9009.121112"
"Apis_laboriosa","55","2167.672727","602.867901","81.290691","4750.263859"
"Bombus_sonani","9","2062.333333","281.009341","93.66978","29029.390251"
"Ceratina_cyaniventris","6","71.833333","51.716213","21.113056","43544.085377"
"Bombus_fragrans","38","219.657895","309.314873","50.177498","6875.381902"
"Bombus_rufofasciatus","10","3856.1","764.635636","241.799019","26126.451226"
"Biastes_brevicornis","34","357.588235","467.615623","80.195418","7684.250361"
"Xylocopa_ruficornis","93","363.032258","374.80518","38.865487","2809.295831"
"Melectoides_triseriatus","39","870.487179","711.791175","113.977807","6699.090058"
"Tetragonula_atripes","12","297.583333","212.535113","61.353602","21772.042688"
"Bombus_ladakhensis","3","4105.333333","500.851608","289.166811","87088.170753"
"Xylocopa_lugubris","123","673.788618","473.275822","42.673844","2124.101726"
"Acanthopus_palmatus","25","483.6","449.383281","89.876656","10450.58049"
"Isepeolus_septemnotatus","29","671.241379","732.124826","135.952167","9009.121112"
"Anthophora_incerta","13","1092.923077","983.804644","272.858315","20097.270174"
"Xylocopa_inconstans","101","905.613861","463.529869","46.122946","2586.777349"
"Triepeolus_paenepectoralis","22","641.727273","749.003604","159.688105","11875.659648"
"Eucera_elongatula","13","51.846154","48.517774","13.456409","20097.270174"
"Xylocopa_watmoughi","41","515.097561","393.05202","61.384413","6372.305177"
"Eufriesea_mariana","28","1481.678571","1013.892538","191.607679","9330.875438"
"Plebeia_flavocincta","19","431.789474","398.142713","91.340203","13750.763803"
"Nomada_rhenana","60","297.9","274.592931","35.449795","4354.408538"
"Nomada_symphyti","10","292.4","132.510964","41.903646","26126.451226"
"Amegilla_nubica","78","998.448718","424.198056","48.030972","3349.545029"
"Thalestria_spinosa","42","457.619048","386.354125","59.615736","6220.583625"
"Triepeolus_robustus","18","1535.666667","382.008315","90.040223","14514.695126"
"Braunsapis_puangensis","27","173.851852","178.795694","34.409247","9676.463417"
"Homotrigona_melanoleuca","11","419.727273","383.478576","115.623141","23751.319296"
"Centris_testacea","12","673.75","476.906151","137.670947","21772.042688"
"Euglossa_jamaicensis","4","252.25","79.374114","39.687057","65316.128065"
"Bombus_longipes","11","718.727273","167.483188","50.498081","23751.319296"
"Ctenoplectra_cornuta","3","1387","766.174262","442.350916","87088.170753"
"Ctenioschelus_goryi","16","547.9375","530.490021","132.622505","16329.032016"
"Bombus_coreanus","12","597","393.676378","113.644581","21772.042688"
"Ceratina_chrysomalla","2","114","156.977705","111","130632.25613"
"Triepeolus_bilineatus","16","1227.4375","765.803889","191.450972","16329.032016"
"Diadasia_baeri","12","3450.5","495.100816","142.923295","21772.042688"
"Leurotrigona_muelleri","68","630.838235","627.042016","76.040014","3842.12518"
"Bombus_flavescens","24","897.541667","542.30843","110.698245","10886.021344"
"Xylocopa_amamensis","3","129.666667","77.358473","44.662935","87088.170753"
"Eucera_cineraria","14","970.214286","747.903138","199.885521","18661.750876"
"Nomada_castellana","58","834.862069","612.942327","80.483271","4504.560556"
"Nomada_kohli","24","311.75","210.004607","42.867011","10886.021344"
"Nomada_pleurosticta","22","821.318182","634.010094","135.171406","11875.659648"
"Eucera_proxima","11","321.454545","460.795261","138.934999","23751.319296"
"Bombus_czerskii","3","877.333333","622.103153","359.171423","87088.170753"
"Lepidotrigona_ventralis","5","470.4","396.422502","177.285532","52252.902452"
"Euglossa_crininota","14","988.142857","524.047687","140.057636","18661.750876"
"Eufriesea_pallida","5","1110.6","363.599092","162.606457","52252.902452"
"Centris_agilis","10","1226.8","668.446424","211.381319","26126.451226"
"Melissodes_floris","10","1363","505.349604","159.805576","26126.451226"
"Centris_gelida","4","1491.5","595.109794","297.554897","65316.128065"
"Bombus_digressus","10","2087.9","472.90907","149.546979","26126.451226"
"Bombus_atripes","10","195.7","318.937838","100.857","26126.451226"
"Bombus_sibiricus","20","1359.6","607.366394","135.811254","13063.225613"
"Xylocopa_cubaecola","23","75.565217","88.50158","18.453855","11359.32662"
"Centris_haemorrhoidalis","9","254.666667","295.488155","98.496052","29029.390251"
"Bombus_ussurensis","66","423.787879","329.332309","40.538005","3958.553216"
"Meliplebeia_beccarii","42","817.595238","513.789796","79.279487","6220.583625"
"Alloscirtetica_rufitarsis","34","974.529412","819.511763","140.545108","7684.250361"
"Epeolus_interruptus","42","822","774.412318","119.494415","6220.583625"
"Eulaema_leucopyga","12","295.5","165.179517","47.683219","21772.042688"
"Hopliphora_superba","3","687.666667","566.643039","327.151511","87088.170753"
"Lepidotrigona_arcifera","5","833.8","787.618689","352.233786","52252.902452"
"Ceratina_satoi","6","86","91.799782","37.477104","43544.085377"
"Melipona_scutellaris","41","334.073171","346.531196","54.11908","6372.305177"
"Xylocopa_smithii","2","807","0","0","130632.25613"
"Parepeolus_stuardi","14","714.571429","572.485501","153.003186","18661.750876"
"Bombus_baeri","19","3435.368421","976.115158","223.936175","13750.763803"
"Bombus_mlokosievitzii","2","1785","110.308658","78","130632.25613"
"Eucera_oraniensis","14","265.714286","369.643993","98.791513","18661.750876"
"Tetragonula_melanocephala","9","426.777778","521.513369","173.83779","29029.390251"
"Amegilla_dulcifera","6","67.833333","55.854871","22.802656","43544.085377"
"Bombus_tunicatus","4","2841.75","505.925143","252.962572","65316.128065"
"Plebeia_tobagoensis","3","234","0","0","87088.170753"
"Thyreus_delumbatus","119","800.277311","441.26872","40.451037","2195.500103"
"Bombus_semenovianus","1","3270",NA,NA,"261264.512259"
"Ammobates_oraniensis","8","242.875","266.986055","94.393825","32658.064032"
"Allodapula_variegata","71","796.408451","590.244394","70.049122","3679.781863"
"Eufriesea_flaviventris","6","496.166667","666.779549","272.211611","43544.085377"
"Xylocopa_ornata","10","475.3","375.45707","118.72995","26126.451226"
"Euglossa_viridis","23","297.73913","268.001394","55.882154","11359.32662"
"Bombus_turkestanicus","1","3872",NA,NA,"261264.512259"
"Centris_difformis","15","283","337.788184","87.216534","17417.634151"
"Xylocopa_bimaculata","9","857.444444","385.277533","128.425844","29029.390251"
"Nomada_cubensis","8","33.375","26.559569","9.390226","32658.064032"
"Tetragonula_melina","10","446.5","220.816289","69.828242","26126.451226"
"Melipona_compressipes","37","315.621622","471.102215","77.448727","7061.203034"
"Ceratina_bilobata","21","847.714286","529.282547","115.498921","12441.16725"
"Ceratina_nasalis","50","794.6","513.774945","72.65875","5225.290245"
"Eufriesea_corusca","4","136.5","62.185207","31.092603","65316.128065"
"Ceratina_lineola","30","527.833333","570.465211","104.152221","8708.817075"
"Braunsapis_vitrea","20","757","468.89175","104.847383","13063.225613"
"Eulaema_peruviana","10","777.7","355.942271","112.558829","26126.451226"
