Family,Subfamily,Tribe,Species name and author,tips,"broad_sociality (solitary, social, kleptoparasite, social parasite)","fine_sociality (communal, primitively eusocial, eusocial)",sociality_notes,sociality_ref,"nesting_resources (resins, floral oils, leaf materials, etc)",nesting_resources_ref,nesting_place,reference,habitat,reference
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_rufipes,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_quadratus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_matamoko,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_albonitens,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_euxanthus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_amiculus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_bituberculatus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_asperithorax,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_relegatus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_capitosus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_aralis,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_chlorosomus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_vittatifrons,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_bidentatus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_sculptus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_cyaneomicans,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_eugeniellus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_exleyae,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_extensus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_ofarrelli,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_primulipictus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_perhumilis,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,Hylaeini,,Hylaeus_simplus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Amphylaeus_obscuriceps,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Amphylaeus_morosus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Meroglossa_impressifrons,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Meroglossa_torrida,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Meroglossa_itamuca,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Meroglossa_rubricata,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Meroglossa_striaticeps,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Meroglossa_eucalypti,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Meroglossa_sculptissima,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Palaeorhiza_melanura,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Hylaeus_nubilosus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Hylaeus_douglasi,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Hylaeus_pergibbosus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Hylaeus_desertoris,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Hylaeus_leptospermi,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Hylaeus_trilobatus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Hylaeus_microphenax,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Hyleoides_concinna,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Hylaeinae,,,Hyleoides_abnormis,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Callohesma_calliopsella,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Callohesma_lacteipennis,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Callohesma_flavopicta,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Callohesma_sinapipes,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Euhesma_crabronica,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Euhesma_platyrhina,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Euhesma_wowine,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Hyphesma_atromicans,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Sericogaster_fasciata,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Euhesma_pantoni,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Euhesma_sulcata,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Euhesma_scoparia,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Euryglossina_globuliceps,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Euryglossula_fultoni,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Pachyprosopis_xanthodonta,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Euryglossina_hypochroma,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Euryglossina_narifera,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Euhesma_bronzus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Euhesma_fasciatella,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Xanthesma_furcifera,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Euryglossinae,,,Xanthesma_perpulchra,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""soil, pithy stems or holes in wood, or rotting logs or stumps""",Michener 1974,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_algoensis,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_niger,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_viciniger,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_erubescens,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_heterodoxus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_ruficornis,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_armatipes,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_calx,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_catoxys,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_exiguus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_bicolor,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_aureiferus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_luridus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_chloris,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_nitidus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_carysomus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Scrapterinae,Scrapterini,,Scrapter_striatus,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,ground,Almeida 2008,,
Colletidae,Xeromelissinae,,,Chilicola_araucana,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""stems, soft wood, pre-existing cavities, as well as in soil""",Almeida 2008,,
Colletidae,Xeromelissinae,,,Chilicola_penai,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""stems, soft wood, pre-existing cavities, as well as in soil""",Almeida 2008,,
Colletidae,Xeromelissinae,,,Chilicola_patagonica,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""stems, soft wood, pre-existing cavities, as well as in soil""",Almeida 2008,,
Colletidae,Xeromelissinae,,,Chilicola_vernalis,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""stems, soft wood, pre-existing cavities, as well as in soil""",Almeida 2008,,
Colletidae,Xeromelissinae,,,Chilicola_lonco,solitary,,"""...some nest in aggregations.""",Michener Bees of the World p. 133,,,"""stems, soft wood, pre-existing cavities, as well as in soil""",Almeida 2008,,
